synsetId	ili	partOfSpeech	lexfile	members	definition	exampleCount
awn4-10355514-n	i91484	n			متحدث رسمي (مثل المحامي)	0
awn4-10355644-n	i91485	n			شخص يتحرك	0
awn4-10355947-n	i91486	n			عامل توظفه شركة نقل	1
awn4-10356124-n	i91487	n			شخص يذهب لمشاهدة الأفلام	0
awn4-10356250-n	i91488	n			من ينشر فضائح حقيقية أو مزعومة عن شخص آخر (عادة لمصلحة سياسية)	0
awn4-10356443-n	i91489	n			المسؤول المسلم في المسجد الذي يدعو المؤمنين للصلاة من المئذنة خمس مرات في اليوم	0
awn4-10356617-n	i91490	n			سابقاً بائع متجول ذكر للكعك	0
awn4-10356733-n	i91491	n			فقيه يفسر الشريعة الإسلامية	0
awn4-10356847-n	i91492	n			ضحية عملية سطو أو سلب في الشارع	1
awn4-10357013-n	i91493	n			لص يأخذ الممتلكات بالتهديد أو ممارسة العنف على الشخص المسروق (عادة في الشارع)	0
awn4-10357201-n	i91494	n			شخص محايد أو غير ملتزم (خاصة في السياسة)	0
awn4-10357358-n	i91495	n			شخص انشق عن الحزب الجمهوري خلال الانتخابات الرئاسية الأمريكية عام 1884	0
awn4-10357502-n	i91496	n			مسلم منخرط فيما يعتبره جهاداً	0
awn4-10357626-n	i91497	n			عالم إسلامي يمارس الاجتهاد لاستنباط الأحكام الشرعية من النصوص المقدسة	0
awn4-10357807-n	i91498	n			عامل يقود البغال	0
awn4-10357944-n	i91499	n			مسلم مدرب في عقيدة وشريعة الإسلام؛ رئيس مسجد	0
awn4-10358104-n	i91500	n			ماضغ يصدر صوتاً أثناء القضم	0
awn4-10358211-n	i91501	n			رسام للجداريات	0
awn4-10358341-n	i91502	n			ضحية تم قتلها	0
awn4-10358420-n	i91503	n			مجرم يرتكب جريمة قتل (من يقوم بالقتل المتعمد غير المشروع لإنسان آخر)	0
awn4-10358892-n	i91504	n			امرأة قاتلة	0
awn4-10358964-n	i91505	n			شخص يشتبه في ارتكابه جريمة قتل	0
awn4-10359063-n	i91506	n			بلطجي يعمل كقاطع طريق أو حارس شخصي	1
awn4-10359217-n	i91507	n			مفكر تأملي يتسم بالتفكر الهادئ	0
awn4-10359430-n	i91508	n			مسافر يقود (أو يسافر مع) فريق كلاب	0
awn4-10359569-n	i91509	n			ناقد للعروض الموسيقية	0
awn4-10359679-n	i91510	n			فنان يؤلف الموسيقى أو يقودها كمهنة	0
awn4-10360025-n	i91511	n			شخص يعزف الموسيقى كمهنة	0
awn4-10360974-n	i91512	n			دارس لعلم الموسيقى	0
awn4-10361074-n	i91513	n			شخص يدرس الموسيقى	0
awn4-10361177-n	i91514	n			جندي مشاة مسلح ببندقية المسكيت	0
awn4-10361304-n	i91515	n			امرأة مسلمة	0
awn4-10361391-n	i91516	n			(في علم الأحياء) كائن حي له خصائص ناتجة عن تغيير كروموسومي	0
awn4-10361686-n	i91517	n			شخص يشوه أو يدمر أو يغير المعالم أو يسبب عجزاً	0
awn4-10361911-n	i91518	n			شخص متمرد علناً ويرفض الانصياع للسلطات (خاصة البحارة أو الجنود)	0
awn4-10362098-n	i91519	n			شخص أصم غير قادر على الكلام	0
awn4-10362274-n	i91520	n			شخص يتحدث بصوت خافت وغير واضح	0
awn4-10362501-n	i91521	n			فلاح روسي (خاصة قبل عام 1917)	0
awn4-10362624-n	i91522	n			شخص يكمم أفواه الحيوانات	0
awn4-10362723-n	i91523	n			مواطن أو ساكن في موكناي القديمة	0
awn4-10362819-n	i91524	n			عالم نبات يتخصص في دراسة الفطريات	0
awn4-10362942-n	i91525	n			شخص أو حيوان يأكل الفطريات (وخاصة المشروم)	0
awn4-10363086-n	i91526	n			شخص يعاني من قصر النظر	0
awn4-10363180-n	i91527	n			تابع ينفذ الأوامر دون تساؤل	0
awn4-10363285-n	i91528	n			شخص يؤمن بوجود حقائق تتجاوز الفهم البشري	0
awn4-10363600-n	i91529	n			خبير في علم الأساطير	0
awn4-10363735-n	i91530	n			رجل ثري (خاصة من جمع ثروته في الشرق)	0
awn4-10363852-n	i91531	n			شخص ساذج أو قليل الخبرة	0
awn4-10363934-n	i91532	n			عامل يثبت شيئاً ما عن طريق تسميره	0
awn4-10364050-n	i91533	n			شخص ضعيف وتافه وعاطفي بحماقة	0
awn4-10364174-n	i91534	n			شخص معروف أو بارز	2
awn4-10364387-n	i91535	n			شخص يتظاهر بأن المشاهير هم أصدقاؤه	0
awn4-10364505-n	i91536	n			شخص يطلق اسماً أو أسماء	1
awn4-10364653-n	i91537	n			شخص يحمل نفس اسم شخص آخر	0
awn4-10364746-n	i91538	n			جدتك (مصطلح غير رسمي)	0
awn4-10364831-n	i91539	n			امرأة تتولى رعاية الأطفال	0
awn4-10365033-n	i91540	n			رجل قانون معني بمخالفات المخدرات	0
awn4-10365153-n	i91541	n			شخص محب لذاته ومغرم بها	0
awn4-10365287-n	i91542	n			شخص يعاني من التغفيق (نوبات نوم مفاجئة)	0
awn4-10365390-n	i91543	n			مخبر أو جاسوس يعمل لصالح الشرطة	0
awn4-10365535-n	i91544	n			شخص يحكي قصة	0
awn4-10365746-n	i91545	n			مدافع عن الاستقلال الوطني أو الحكومة الوطنية القوية	0
awn4-10365929-n	i91546	n			زعيم حركة قومية	0
awn4-10366123-n	i91547	n			شخص يعتبر نجاحه مؤكداً	1
awn4-10366245-n	i91548	n			عالم أحياء مطلع على التاريخ الطبيعي (خاصة علم النبات وعلم الحيوان)	0
awn4-10366686-n	i91549	n			مدافع عن العقيدة القائلة بأن العالم يمكن فهمه بالمصطلحات العلمية	0
awn4-10366841-n	i91550	n			معالج يمارس العلاج الطبيعي (غير الدوائي)	0
awn4-10366935-n	i91551	n			فتاة راقصة محترفة في الهند	0
awn4-10367029-n	i91552	n			ملحق عسكري يكون ضابطًا في البحرية	0
awn4-10367177-n	i91553	n			ضابط بحري يقود أسطولاً من السفن الحربية	0
awn4-10367324-n	i91554	n			ضابط في البحرية	0
awn4-10367614-n	i91555	n			في العصور القديمة، شخص يستكشف عن طريق السفن	0
awn4-10368096-n	i91556	n			عضو طاقم الطائرة المسؤول عن مسار الطائرة	0
awn4-10368257-n	i91557	n			عضو في وحدة الحرب الخاصة البحرية مدرب على الحرب غير التقليدية (خاصة في الولايات المتحدة)	1
awn4-10368483-n	i91558	n			حاكم في الهند خلال إمبراطورية المغول	0
awn4-10368605-n	i91559	n			شخص علماني مكرس للعمل الديني أو الحياة الدينية	0
awn4-10368720-n	i91560	n			شخص لديه وساوس	0
awn4-10368821-n	i91561	n			شخص لديه خصائص الوسواس القهري	0
awn4-10368974-n	i91562	n			شخص يعيق بشكل منهجي إجراءً يريد الآخرون اتخاذه	0
awn4-10369282-n	i91563	n			شخص ذو موقف سلبي عدواني يرفض الاقتراحات	0
awn4-10369401-n	i91564	n			أحد سكان الناصرة	0
awn4-10369481-n	i91565	n			اسم قديم لأي مسيحي	0
awn4-10369567-n	i91566	n			عضو في مجموعة من اليهود الذين قبلوا يسوع كالمسيح (خلال التاريخ المبكر للكنيسة المسيحية)؛ قبلوا إنجيل متى لكنهم رفضوا رسائل القديس بولس واستمروا في اتباع الشريعة اليهودية والاحتفال بالأعياد اليهودية	0
awn4-10369951-n	i91567	n			عضو ألماني في حزب أدولف هتلر السياسي	0
awn4-10370215-n	i91568	n			مصطلح مهين لشخص مكرس بتعصب لنشاط أو ممارسة معينة أو يسعى للسيطرة عليها	0
awn4-10370397-n	i91569	n			مواطن أو ساكن في نابولي	0
awn4-10370505-n	i91570	n			(اليديشية) شخص بسيط خجول وسيء الحظ	0
awn4-10370627-n	i91571	n			شخص لا يؤمن بعقيدة حرية الإرادة	0
awn4-10370795-n	i91572	n			عاشق يقوم بالعناق والتقبيل	0
awn4-10370883-n	i91573	n			من يمارس العرافة باستحضار الموتى	0
awn4-10371012-n	i91574	n			شخص يقوم بعمل (مثل الخياطة أو التطريز) باستخدام إبرة	0
awn4-10371222-n	i91575	n			شخص يرفض القيام بما يُطلب منه أو يفعل عكسه	0
awn4-10371356-n	i91576	n			شخص مهمل ولا يعير اهتماماً أو احتراماً كبيراً للناس أو المسؤوليات	1
awn4-10371605-n	i91577	n			شخص يتفاوض (يتشاور مع الآخرين للوصول إلى تسوية)	0
awn4-10371939-n	i91578	n			امرأة تقوم بالتفاوض	0
awn4-10372030-n	i91579	n			شخص يسكن (أو يقع) بالقرب من آخر	0
awn4-10372288-n	i91580	n			مدافع عن الكلاسيكية الجديدة	0
awn4-10372394-n	i91581	n			محافظ يتبنى المحافظة الجديدة	0
awn4-10372513-n	i91582	n			ليبرالي يتبنى الليبرالية الجديدة	0
awn4-10372629-n	i91583	n			معجمي مختص بالكلمات والتعابير الجديدة	0
awn4-10372747-n	i91584	n			طفل من الولادة حتى أربعة أسابيع	0
awn4-10372968-n	i91585	n			معتنق للأفلاطونية المحدثة	0
awn4-10373054-n	i91586	n			ابن أخيك أو أختك	0
awn4-10373174-n	i91587	n			شخص قوي يظهر المحاباة للأقارب أو الأصدقاء المقربين	0
awn4-10373297-n	i91588	n			خبير ذكي ولكنه منكب بشكل أحادي على مجال تقني أو مهني معين	0
awn4-10373433-n	i91589	n			تابع لنسطور	0
awn4-10373512-n	i91590	n			شخص يعاني من انهيار عصبي أو وهن	0
awn4-10373627-n	i91591	n			متخصص في علم الأحياء العصبية	0
awn4-10373752-n	i91592	n			شخص مدرب في علم الأعصاب واللغويات يدرس عمليات الدماغ أثناء إنتاج اللغة واستقبالها	0
awn4-10373964-n	i91593	n			أخصائي طبي في الجهاز العصبي والاضطرابات التي تؤثر عليه	0
awn4-10374279-n	i91594	n			عالم أحياء عصبية يتخصص في دراسة الدماغ	0
awn4-10374453-n	i91595	n			شخص يجري جراحة على الجهاز العصبي (وخاصة الدماغ)	0
awn4-10374597-n	i91596	n			شخص يعاني من العصاب	0
awn4-10374841-n	i91597	n			شخص لا ينحاز لأي طرف في حرب أو نزاع	0
awn4-10375005-n	i91598	n			مدافع عن الحياد في الشؤون الدولية	0
awn4-10375148-n	i91599	n			أي مشارك جديد في نشاط ما	0
awn4-10375387-n	i91600	n			شخص وصل حديثًا	1
awn4-10375505-n	i91601	n			مؤيد للسياسات الاقتصادية في الولايات المتحدة المعروفة باسم الصفقة الجديدة	0
awn4-10375641-n	i91602	n			أمريكي يعيش في نيو إنجلاند	0
awn4-10375765-n	i91603	n			شخص تزوج حديثاً	0
awn4-10375912-n	i91604	n			شخص يبيع الصحف	0
awn4-10376043-n	i91605	n			شخص يبث الأخبار	0
awn4-10376149-n	i91606	n			محرر صحيفة	0
awn4-10376291-n	i91607	n			كاتب عمود يكتب للصحف	0
awn4-10376448-n	i91608	n			ناقد يكتب عموداً في الصحف	0
awn4-10376576-n	i91609	n			شخص يقرأ نشرة الأخبار المذاعة	0
awn4-10376711-n	i91610	n			تابع لإسحاق نيوتن	0
awn4-10376811-n	i91611	n			صانع أفلام يتبع أفكار الموجة الجديدة	0
awn4-10376906-n	i91612	n			(قانون) شخص يتصرف نيابة عن قاصر أو شخص عاجز	0
awn4-10377048-n	i91613	n			الشخص (أو الأشخاص) الأكثر قرابة لشخص معين	0
awn4-10377183-n	i91614	n			شخص يأخذ عضات صغيرة ومتكررة	0
awn4-10377312-n	i91615	n			ابنة أخيك أو أختك	0
awn4-10377436-n	i91616	n			شخص أناني غير راغب في العطاء أو الإنفاق	0
awn4-10377606-n	i91617	n			شخص يحب أن يكون نشطاً في وقت متأخر من الليل	0
awn4-10377731-n	i91618	n			بواب يعمل خلال فترة الليل	0
awn4-10377823-n	i91619	n			عضو في عصابة سرية ممتطية في جنوب الولايات المتحدة بعد الحرب الأهلية الأمريكية؛ ارتكبوا أعمال ترهيب وانتقام	0
awn4-10378021-n	i91620	n			حارس يعمل خلال الليل	0
awn4-10378119-n	i91621	n			شخص يرفض كل نظريات الأخلاق أو المعتقدات الدينية	0
awn4-10378274-n	i91622	n			شخص يعترض على إقامة شيء في حيه ولكنه لا يعترض على إقامته في مكان آخر	0
awn4-10378493-n	i91623	n			شخص غبي وأحمق	0
awn4-10378588-n	i91624	n			عضو من النينجا المدربين على الفنون القتالية والمستأجرين للتجسس أو التخريب أو الاغتيالات	0
awn4-10378816-n	i91625	n			امرأة مسلمة ملتزمة تغطي وجهها ويديها عندما تكون في الأماكن العامة أو في حضور أي رجل خارج عائلتها المباشرة	0
awn4-10378999-n	i91626	n			شخص ولد في الولايات المتحدة لأبوين هاجرا من اليابان	0
awn4-10379121-n	i91627	n			شخص يوجه انتقادات صغيرة وغير مبررة	0
awn4-10379245-n	i91628	n			فائز بجائزة نوبل	0
awn4-10379358-n	i91629	n			عميل سري لا يُمنح غطاءً رسميًا	0
awn4-10379458-n	i91630	n			عضو في شعب ليس له منزل دائم ولكنه يتنقل حسب المواسم	0
awn4-10379687-n	i91631	n			فيلسوف تبنى مذهب الاسمية	0
awn4-10379800-n	i91632	n			شخص يقترح مرشحاً لمنصب معين أو لانتخابات	0
awn4-10379952-n	i91633	n			شخص عمره في التسعينات	0
awn4-10380065-n	i91634	n			شخص أعلن أنه ليس مرشحاً؛ خاصة سياسي أعلن أنه ليس مرشحاً لمنصب سياسي ما	0
awn4-10380277-n	i91635	n			عضو في القوات المسلحة لا يشارك في القتال (مثل القسيس أو الجراح)	0
awn4-10380446-n	i91636	n			ضابط عسكري يتم تعيينه من المجندين	0
awn4-10380759-n	i91637	n			شخص لا يمكن تصنيفه بسهولة وليس مثيراً للاهتمام	0
awn4-10380893-n	i91638	n			شخص ليس سائقاً	0
awn4-10380995-n	i91639	n			شخص لا يشارك	0
awn4-10381089-n	i91640	n			شخص غير متحزب	0
awn4-10381224-n	i91641	n			شخص يُعتبر غير موجود ولا يتمتع بأي حقوق؛ شخص يتم تجاهل وجوده بشكل منهجي (خاصة لأسباب أيديولوجية أو سياسية)	1
awn4-10381600-n	i91642	n			طالب بطيء جداً في تعلم القراءة	0
awn4-10381702-n	i91643	n			شخص لا يعيش في مكان معين	1
awn4-10381894-n	i91644	n			مصلح يؤمن بالمقاومة السلبية (اللاعنف)	0
awn4-10382018-n	i91645	n			شخص لا يدخن التبغ	0
awn4-10382127-n	i91646	n			شخص يقوم بالتطبيع (جعل الشيء طبيعياً)	0
awn4-10382256-n	i91647	n			عضو في الاتفاقية المعمدانية الأمريكية	0
awn4-10382381-n	i91648	n			أحد سكان الشمال	0
awn4-10382464-n	i91649	n			شخص يأكل طعاماً خفيفاً أو وجبات خفيفة بين الوجبات الرئيسية	0
awn4-10382616-n	i91650	n			شخص يتهرب من الواجب	0
awn4-10382716-n	i91651	n			ضيف يفشل في إبلاغ الفندق أو المطعم عند إلغاء الحجز	0
awn4-10382848-n	i91652	n			شخص مخول قانونياً ليشهد على التوقيعات ويصدق على صحة الوثائق ويأخذ الإفادات	0
awn4-10383059-n	i91653	n			شخص يعطي إشعاراً رسمياً	0
awn4-10383144-n	i91654	n			شخص ينتبه ويلاحظ	1
awn4-10383272-n	i91655	n			من يكتب الروايات	0
awn4-10383612-n	i91656	n			شخص جديد في مجال أو نشاط ما	0
awn4-10383897-n	i91657	n			شخص دخل في رهبنة دينية لكنه لم يأخذ النذور النهائية بعد	0
awn4-10384032-n	i91658	n			مواطن أو ساكن في النوبة	1
awn4-10384201-n	i91659	n			كيميائي متخصص في الكيمياء النووية	0
awn4-10384342-n	i91660	n			فيزيائي يتخصص في الفيزياء النووية	0
awn4-10385098-n	i91661	n			شخص عارٍ	0
awn4-10385213-n	i91662	n			شخص ينغز أو يدفع برفق	1
awn4-10385400-n	i91663	n			شخص يمارس العري لأسباب صحية أو دينية	0
awn4-10385545-n	i91664	n			شخص يجمع بين الملل والإزعاج (مصطلح من اليديشية)	0
awn4-10385683-n	i91665	n			مدافع عن الإبطال؛ شخص يعتقد أن الولاية يمكنها مقاومة القوانين الفيدرالية	0
awn4-10385844-n	i91666	n			(طب التوليد) امرأة لم تلد طفلاً قط	0
awn4-10385975-n	i91667	n			عالم رياضيات متخصص في نظرية الأعداد	0
awn4-10386082-n	i91668	n			مؤمن بعلم الأرقام	0
awn4-10386183-n	i91669	n			روح يُعتقد أنها تسكن شيئاً أو تشرف على مكان (خاصة في الديانة الرومانية القديمة)	0
awn4-10386391-n	i91670	n			أحد سكان نوميديا القديمة	0
awn4-10386478-n	i91671	n			جامع ودارس للنقود (والعملات المعدنية بشكل خاص)	0
awn4-10386665-n	i91672	n			شخص ماهر في رعاية الأطفال الصغار أو المرضى (عادة تحت إشراف طبيب)	0
awn4-10387108-n	i91673	n			شخص يعامل شيئاً ما بعناية وحرص	1
awn4-10387247-n	i91674	n			شخص يساعد ممرضة في مهام تتطلب القليل من التدريب الرسمي	0
awn4-10387393-n	i91675	n			ممرضة مسجلة تلقت تدريباً خاصاً كقابلة	0
awn4-10387518-n	i91676	n			ممرضة مسجلة تلقت تدريباً خاصاً ويمكنها أداء العديد من واجبات الطبيب	0
awn4-10387708-n	i91677	n			امرأة متدينة (مكرسة للدين)	0
awn4-10387812-n	i91678	n			(الكنيسة الكاثوليكية) ممثل دبلوماسي للبابا يتمتع بوضع السفير	0
awn4-10387990-n	i91679	n			رضيع يُنظر إليه في علاقته بمرضعته	0
awn4-10388113-n	i91680	n			شخص يعتبر غريب الأطوار أو مجنوناً	0
awn4-10388227-n	i91681	n			شابة جميلة وممتلئة الجسم	0
awn4-10388323-n	i91682	n			شابة جذابة جنسياً	0
awn4-10388410-n	i91683	n			شخص مأخوذ بنشوة أو هوس عاطفي (أصل الكلمة يشير إلى من سحرته الحوريات)	0
awn4-10388497-n	i91684	n			امرأة لديها رغبات جنسية غير طبيعية	0
awn4-10388619-n	i91685	n			شخص يجدف قارباً	0
awn4-10388794-n	i91686	n			أنثى تجدف قارباً	0
awn4-10388865-n	i91687	n			شخص يؤدي خدمة أو يقدم معروفاً	0
awn4-10389016-n	i91688	n			موسيقي يعزف على الأوبوا	0
awn4-10389116-n	i91689	n			شخص غامض بشكل متعمد	0
awn4-10389227-n	i91690	n			خبير يراقب ويعلق على شيء ما	0
awn4-10389398-n	i91691	n			طبيب متخصص في التوليد	0
awn4-10389544-n	i91692	n			ساكن أصلي من الغرب	0
awn4-10389654-n	i91693	n			عضو في قوة عسكرية مقيمة في بلد أجنبي محتل	0
awn4-10389821-n	i91694	n			عالم يدرس الجوانب الفيزيائية والبيولوجية للبحار	0
awn4-10389985-n	i91695	n			شخص عمره في الثمانينات	0
awn4-10390080-n	i91696	n			مؤمن بالعلوم الخفية؛ شخص متبحر في الفنون السحرية	0
awn4-10390302-n	i91697	n			امرأة عبدة في الحريم	0
awn4-10390382-n	i91698	n			شخص يحدد احتمالات الرهان بناءً على حسابات نتيجة المسابقة (خاصة في سباق الخيل)	0
awn4-10390580-n	i91699	n			شاعر يكتب القصائد الغنائية (الأود)	0
awn4-10390654-n	i91700	n			متذوق للأنواع الجيدة من النبيذ	0
awn4-10390751-n	i91701	n			شخص يقدم شيئاً لآخر للقبول أو الرفض	0
awn4-10390920-n	i91702	n			الشخص الذي يحمل منصباً	0
awn4-10391029-n	i91703	n			شاب موظف للقيام بمهام بسيطة في مكتب تجاري	0
awn4-10391149-n	i91704	n			شخص معين أو منتخب لمنصب ويشغل موقع ثقة	1
awn4-10391440-n	i91705	n			شخص مخول للخدمة في منصب قيادي على سفينة	1
awn4-10391775-n	i91706	n			شخص يدير قواعد لعبة أو رياضة	1
awn4-10392072-n	i91707	n			عامل يشغل منصباً أو مكلفاً بمكتب	0
awn4-10393089-n	i91708	n			رجل دين يدير احتفالاً دينياً أو خدمة دينية	0
awn4-10393224-n	i91709	n			أي ضابط إنفاذ قانون فيدرالي	0
awn4-10393338-n	i91710	n			عضو في جيش الاتحاد خلال الحرب الأهلية الأمريكية	0
awn4-10393500-n	i91711	n			أي وكيل أو ممثل لوكالة أو مكتب فيدرالي	0
awn4-10393697-n	i91712	n			الأحفاد المباشرون لشخص ما	2
awn4-10393981-n	i91713	n			مشاهد يلقي نظرة مغازلة أو بذيئة على شخص آخر	0
awn4-10394114-n	i91714	n			عامل يزيت المحركات أو الآلات	0
awn4-10394240-n	i91715	n			عامل ينتج أو يبيع البترول	0
awn4-10394351-n	i91716	n			شخص يمتلك أو يشغل آبار النفط	0
awn4-10394461-n	i91717	n			رسام يستخدم الألوان الزيتية	0
awn4-10394548-n	i91718	n			شخص قوي النفوذ في مجال النفط	0
awn4-10394642-n	i91719	n			شخص مسن يتلقى معاش الشيخوخة	0
awn4-10394751-n	i91720	n			رجل مسن مفعم بالحيوية	0
awn4-10394828-n	i91721	n			تلميذ سابق لمدرسة	0
awn4-10394913-n	i91722	n			مصطلح مألوف لمخاطبة رجل	0
awn4-10395013-n	i91723	n			زوجتك الخاصة (مصطلح عامي)	1
awn4-10395101-n	i91724	n			مصطلح غير رسمي لوالدك	0
awn4-10395205-n	i91725	n			رجل كبير جداً في السن	0
awn4-10395389-n	i91726	n			(عامية) الرئيس	0
awn4-10395493-n	i91727	n			رسام أوروبي عظيم عاش قبل القرن التاسع عشر	0
awn4-10396222-n	i91728	n			شخص متقدم في السن	0
awn4-10396589-n	i91729	n			رجل مسن	0
awn4-10396720-n	i91730	n			امرأة كبيرة في السن	0
awn4-10396884-n	i91731	n			أحد الحكام في نظام حكم الأقلية	0
awn4-10396990-n	i91732	n			رياضي يشارك في الألعاب الأولمبية	0
awn4-10397093-n	i91733	n			معين حكومي يحقق في شكاوى الأفراد ضد الحكومة	0
awn4-10397241-n	i91734	n			شخص يأكل جميع أنواع الأطعمة (نباتية وحيوانية)	0
awn4-10397332-n	i91735	n			أخصائي في علم الأورام	0
awn4-10397431-n	i91736	n			شخص يتنبأ من خلال تفسير الأحلام	0
awn4-10397564-n	i91737	n			رجل تم قبوله اجتماعياً في مجموعة من الرجال الآخرين	1
awn4-10397725-n	i91738	n			شخص ينظر ويراقب	0
awn4-10397812-n	i91739	n			من يمارس العرافة بالأسماء	0
awn4-10397912-n	i91740	n			راعٍ لفن الأوبرا	0
awn4-10397989-n	i91741	n			مغنٍ يؤدي دور البطولة في الأوبرا	0
awn4-10398111-n	i91742	n			وكيل يقوم بتشغيل جهاز أو آلة	1
awn4-10398479-n	i91743	n			شخص يمتلك أو يدير عملاً تجارياً	1
awn4-10398651-n	i91744	n			مضارب يتداول بقوة في أسواق الأسهم أو السلع	0
awn4-10398772-n	i91745	n			طبيب متخصص في تشخيص وعلاج أمراض العين	0
awn4-10398977-n	i91746	n			شخص مدمن على الأفيون	0
awn4-10399075-n	i91747	n			شخص يفضل المصلحة الشخصية والوسائل النفعية على المبادئ	0
awn4-10399319-n	i91748	n			متسابق يتم وضعك في مواجهته	0
awn4-10399457-n	i91749	n			شخص ذو سلطة يُخضع الآخرين لضغوط جائرة أو غير مبررة	0
awn4-10399699-n	i91750	n			عامل يصنع النظارات لعلاج عيوب الإبصار	0
awn4-10399825-n	i91751	n			شخص يميل إلى النظر للأمور نظرة إيجابية	0
awn4-10400004-n	i91752	n			شخص ماهر في اختبار عيوب الإبصار لوصف النظارات التصحيحية	0
awn4-10400198-n	i91753	n			عضو في جمعية تأسست في أيرلندا عام 1795 لدعم البروتستانتية والسيادة البريطانية	0
awn4-10400371-n	i91754	n			شخص يلقي خطابًا أو خطبة	0
awn4-10400799-n	i91755	n			موزع موسيقي يكتب للأوركسترا	0
awn4-10400913-n	i91756	n			رجل دين يقوم برسامة الآخرين؛ رجل دين يُدخل شخصاً في الرتب الكهنوتية المقدسة	0
awn4-10401068-n	i91757	n			منظم يضع الأشياء في ترتيب	1
awn4-10401397-n	i91758	n			شخص يقدم طلباً للشراء	0
awn4-10401503-n	i91759	n			مرافق مستشفى ذكر لديه واجبات عامة لا تشمل العلاج الطبي للمرضى	0
awn4-10401680-n	i91760	n			جندي يعمل كمساعد لضابط أعلى رتبة	1
awn4-10401856-n	i91761	n			الرقيب الأول للسرية؛ كانت واجباته تشمل سابقاً نقل الأوامر	0
awn4-10402001-n	i91762	n			شخص يجري ترسيمه كاهناً	0
awn4-10402079-n	i91763	n			قاضٍ في محكمة الوصايا والإرث	0
awn4-10402179-n	i91764	n			رجل دين مُعين لتحضير السجناء المحكوم عليهم بالإعدام للموت	0
awn4-10402296-n	i91765	n			شخص يؤخذ منه عضو لزرعه	0
awn4-10402409-n	i91766	n			موسيقي متجول يعزف على الأرغن اليدوي	0
awn4-10402524-n	i91767	n			شخص يعزف على الأرغن	0
awn4-10402793-n	i91768	n			موظف ذكر يضحي بفرديته من أجل مصلحة المؤسسة	0
awn4-10402936-n	i91769	n			شخص يحقق النظام والتنظيم في مؤسسة ما	1
awn4-10403204-n	i91770	n			شخص يجند العمال للانضمام إلى نقابة	0
awn4-10403388-n	i91771	n			متخصص في المواضيع الشرقية	0
awn4-10403515-n	i91772	n			شخص يبتكر أو ينشئ أشياء جديدة	0
awn4-10403753-n	i91773	n			مؤيد لفرع أورليان من عائلة بوربون المنحدر من الأخ الأصغر للويس الرابع عشر	0
awn4-10403913-n	i91774	n			عالم حيوان يدرس الطيور	0
awn4-10404091-n	i91775	n			طفل فقد كلا والديه	0
awn4-10404195-n	i91776	n			شخص أو شيء يفتقر إلى الدعم أو الرعاية أو الإشراف	0
awn4-10404309-n	i91777	n			طبيب أسنان متخصص في الوقاية من عدم انتظام الأسنان أو تصحيحه	0
awn4-10404471-n	i91778	n			يهودي يمارس التزاماً صارماً بالشريعة الموسوية	0
awn4-10404634-n	i91779	n			ممارس لعلم النطق الصحيح (خاصة أحد علماء القرنين السابع عشر والثامن عشر الذين اقترحوا إصلاح الهجاء الإنجليزي ليعكس النطق بشكل أقرب)	0
awn4-10404858-n	i91780	n			أخصائي في تصحيح تشوهات الجهاز الهيكلي (خاصة عند الأطفال)	0
awn4-10405053-n	i91781	n			أخصائي في تقويم البصر	0
awn4-10405154-n	i91782	n			عالم تشريح ماهر في علم العظام	0
awn4-10405265-n	i91783	n			معالج يعالج الهيكل العظمي والعضلات	0
awn4-10405406-n	i91784	n			شخص يرفض مواجهة الواقع أو الاعتراف بالحقيقة (إشارة إلى الفكرة الشائعة بأن النعامة تختبئ من الخطر بدفن رأسها في الرمال)	0
awn4-10405622-n	i91785	n			فرد من المجموعة الشرقية للقوط الذين أسسوا مملكة في شمال إيطاليا حوالي 500 م	0
awn4-10405770-n	i91786	n			شخص يطرد شخصاً آخر أو يحل محله	0
awn4-10405895-n	i91787	n			شخص ممتاز في شيء ما	0
awn4-10406011-n	i91788	n			شخص مرفوض (من المجتمع أو الوطن)	0
awn4-10406214-n	i91789	n			شخص لا ينتمي لأي طبقة اجتماعية	0
awn4-10406317-n	i91790	n			شخص يقضي وقتاً في الهواء الطلق (مثل الصيد أو صيد الأسماك)	0
awn4-10406453-n	i91791	n			امرأة تقضي وقتاً في الهواء الطلق (مثل الصيد وصيد الأسماك)	0
awn4-10406573-n	i91792	n			مدافع في الكريكيت يتمركز في الجزء الخارجي من الملعب	0
awn4-10406683-n	i91793	n			(في البيسبول) شخص يلعب في الملعب الخارجي (Outfield)	0
awn4-10406895-n	i91794	n			الشخص الذي يلعب في الجانب الأيمن من الملعب الخارجي	0
awn4-10407023-n	i91795	n			(في البيسبول) رامٍ يرمي الكرة باليد اليمنى	0
awn4-10407175-n	i91796	n			الشخص الذي يلعب في وسط الملعب الخارجي	0
awn4-10407285-n	i91797	n			الشخص الذي يلعب في الجانب الأيسر من الملعب الخارجي	0
awn4-10407411-n	i91798	n			شخص يبيع ملابس الرجال	0
awn4-10407535-n	i91799	n			شخص يعيش بعيداً عن مكان عمله	0
awn4-10407635-n	i91800	n			مريض لا يقيم في المستشفى حيث يتم علاجه	0
awn4-10407781-n	i91801	n			مرافق يركب (عادة دراجة أو حصاناً) في مقدمة الموكب	0
