type	subtag	tag	preferredValue	suppressScript	macrolanguage	scope	deprecated	added	prefix	description
language	goz							2009-07-29		Gozarkhani
language	gpa							2009-07-29		Gupa-Abawa
language	gpe							2012-08-12		Ghanaian Pidgin English
language	gpn							2009-07-29		Taiap
language	gqa							2009-07-29		Ga'anda
language	gqi							2009-07-29		Guiqiong
language	gqn							2009-07-29		Guana (Brazil)
language	gqr							2009-07-29		Gor
language	gqu							2012-08-12		Qau
language	gra							2009-07-29		Rajput Garasia
language	grb					macrolanguage		2005-10-16		Grebo
language	grc							2005-10-16		Ancient Greek (to 1453)
language	grd							2009-07-29		Guruntum-Mbaaru
language	grg							2009-07-29		Madi
language	grh							2009-07-29		Gbiri-Niragu
language	gri							2009-07-29		Ghari
language	grj				grb			2009-07-29		Southern Grebo
language	grk					collection		2009-07-29		Greek languages
language	grm							2009-07-29		Kota Marudu Talantang
language	gro							2009-07-29		Groma
language	grq							2009-07-29		Gorovu
language	grr							2009-07-29		Taznatit
language	grs							2009-07-29		Gresi
language	grt							2009-07-29		Garo
language	gru							2009-07-29		Kistane
language	grv				grb			2009-07-29		Central Grebo
language	grw							2009-07-29		Gweda
language	grx							2009-07-29		Guriaso
language	gry				grb			2009-07-29		Barclayville Grebo
language	grz							2009-07-29		Guramalum
language	gse							2009-07-29		Ghanaian Sign Language
language	gsg							2009-07-29		German Sign Language
language	gsl							2009-07-29		Gusilay
language	gsm							2009-07-29		Guatemalan Sign Language
language	gsn							2009-07-29		Nema | Gusan
language	gso				gba			2009-07-29		Southwest Gbaya
language	gsp							2009-07-29		Wasembo
language	gss							2009-07-29		Greek Sign Language
language	gsw			Latn				2006-03-08		Swiss German | Alemannic | Alsatian
language	gta							2009-07-29		Guató
language	gti		nyc				2015-02-12	2009-07-29		Gbati-ri
language	gtu							2013-09-10		Aghu-Tharnggala
language	gu			Gujr				2005-10-16		Gujarati
language	gua							2009-07-29		Shiki
language	gub							2009-07-29		Guajajára
language	guc							2009-07-29		Wayuu
language	gud							2009-07-29		Yocoboué Dida
language	gue							2009-07-29		Gurindji
language	guf							2009-07-29		Gupapuyngu
language	gug				gn			2009-07-29		Paraguayan Guaraní
language	guh							2009-07-29		Guahibo
language	gui				gn			2009-07-29		Eastern Bolivian Guaraní
language	guk							2009-07-29		Gumuz
language	gul							2009-07-29		Sea Island Creole English
language	gum							2009-07-29		Guambiano
language	gun				gn			2009-07-29		Mbyá Guaraní
language	guo							2009-07-29		Guayabero
language	gup							2009-07-29		Gunwinggu
language	guq							2009-07-29		Aché
language	gur							2009-07-29		Farefare
language	gus							2009-07-29		Guinean Sign Language
language	gut							2009-07-29		Maléku Jaíka
language	guu							2009-07-29		Yanomamö
language	guv		duz				2016-05-30	2009-07-29		Gey
language	guw							2009-07-29		Gun
language	gux							2009-07-29		Gourmanchéma
language	guz							2009-07-29		Gusii | Ekegusii
language	gv			Latn				2005-10-16		Manx
language	gva							2009-07-29		Guana (Paraguay)
language	gvc							2009-07-29		Guanano
language	gve							2009-07-29		Duwet
language	gvf							2009-07-29		Golin
language	gvj							2009-07-29		Guajá
language	gvl							2009-07-29		Gulay
language	gvm							2009-07-29		Gurmana
language	gvn							2009-07-29		Kuku-Yalanji
language	gvo							2009-07-29		Gavião Do Jiparaná
language	gvp							2009-07-29		Pará Gavião
language	gvr							2009-07-29		Gurung
language	gvs							2009-07-29		Gumawana
language	gvy							2009-07-29		Guyani
language	gwa							2009-07-29		Mbato
language	gwb							2009-07-29		Gwa
language	gwc							2009-07-29		Gawri | Kalami
language	gwd							2009-07-29		Gawwada
language	gwe							2009-07-29		Gweno
language	gwf							2009-07-29		Gowro
language	gwg							2009-07-29		Moo
language	gwi							2005-10-16		Gwichʼin
language	gwj							2009-07-29		ǀGwi
language	gwm							2012-08-12		Awngthim
language	gwn							2009-07-29		Gwandara
language	gwr							2009-07-29		Gwere
language	gwt							2009-07-29		Gawar-Bati
language	gwu							2009-07-29		Guwamu
language	gww							2009-07-29		Kwini
language	gwx							2009-07-29		Gua
language	gxx							2009-07-29		Wè Southern
language	gya				gba			2009-07-29		Northwest Gbaya
language	gyb							2009-07-29		Garus
language	gyd							2009-07-29		Kayardild
language	gye							2009-07-29		Gyem
language	gyf							2009-07-29		Gungabula
language	gyg							2009-07-29		Gbayi
language	gyi							2009-07-29		Gyele
language	gyl							2009-07-29		Gayil
language	gym							2009-07-29		Ngäbere
language	gyn							2009-07-29		Guyanese Creole English
language	gyo							2018-03-08		Gyalsumdo
language	gyr							2009-07-29		Guarayu
language	gyy							2009-07-29		Gunya
language	gyz							2021-02-20		Geji | Gyaazi
language	gza							2009-07-29		Ganza
language	gzi							2009-07-29		Gazi
language	gzn							2009-07-29		Gane
language	ha							2005-10-16		Hausa
language	haa							2009-07-29		Hän
language	hab							2009-07-29		Hanoi Sign Language
language	hac							2009-07-29		Gurani
language	had							2009-07-29		Hatam
language	hae				om			2009-07-29		Eastern Oromo
language	haf							2009-07-29		Haiphong Sign Language
language	hag							2009-07-29		Hanga
language	hah							2009-07-29		Hahon
language	hai					macrolanguage		2005-10-16		Haida
language	haj							2009-07-29		Hajong
language	hak				zh			2009-07-29		Hakka Chinese
language	hal							2009-07-29		Halang
language	ham							2009-07-29		Hewa
language	han							2009-07-29		Hangaza
language	hao							2009-07-29		Hakö
language	hap							2009-07-29		Hupla
language	haq							2009-07-29		Ha
language	har							2009-07-29		Harari
language	has							2009-07-29		Haisla
language	hav							2009-07-29		Havu
language	haw							2005-10-16		Hawaiian
language	hax				hai			2009-07-29		Southern Haida
language	hay							2009-07-29		Haya
language	haz							2009-07-29		Hazaragi
language	hba							2009-07-29		Hamba
language	hbb							2009-07-29		Huba
language	hbn							2009-07-29		Heiban
language	hbo							2009-07-29		Ancient Hebrew
language	hbu							2009-07-29		Habu
language	hca							2009-07-29		Andaman Creole Hindi
language	hch							2009-07-29		Huichol
language	hdn				hai			2009-07-29		Northern Haida
language	hds							2009-07-29		Honduras Sign Language
language	hdy							2009-07-29		Hadiyya
language	he			Hebr				2005-10-16		Hebrew
language	hea				hmn			2009-07-29		Northern Qiandong Miao
language	hed							2009-07-29		Herdé
language	heg							2009-07-29		Helong
language	heh							2009-07-29		Hehe
language	hei							2009-07-29		Heiltsuk
language	hem							2009-07-29		Hemba
language	hgm							2009-07-29		Haiǁom
language	hgw							2009-07-29		Haigwai
language	hhi							2009-07-29		Hoia Hoia
language	hhr							2009-07-29		Kerak
language	hhy							2009-07-29		Hoyahoya
language	hi			Deva				2005-10-16		Hindi
language	hia							2009-07-29		Lamang
language	hib							2009-07-29		Hibito
language	hid							2009-07-29		Hidatsa
language	hif							2009-07-29		Fiji Hindi
language	hig							2009-07-29		Kamwe
language	hih							2009-07-29		Pamosu
language	hii							2009-07-29		Hinduri
language	hij							2009-07-29		Hijuk
language	hik							2009-07-29		Seit-Kaitetu
language	hil							2005-10-16		Hiligaynon
language	him					collection		2005-10-16		Himachali languages | Western Pahari languages
language	hio							2009-07-29		Tsoa
language	hir							2009-07-29		Himarimã
language	hit							2005-10-16		Hittite
language	hiw							2009-07-29		Hiw
language	hix							2009-07-29		Hixkaryána
language	hji				ms			2009-07-29		Haji
language	hka							2009-07-29		Kahe
language	hke							2009-07-29		Hunde
language	hkh							2021-02-20		Khah | Poguli
language	hkk							2009-07-29		Hunjara-Kaina Ke
language	hkn							2018-03-08		Mel-Khaonh
language	hks							2009-07-29		Hong Kong Sign Language | Heung Kong Sau Yue
language	hla							2009-07-29		Halia
language	hlb							2009-07-29		Halbi
language	hld							2009-07-29		Halang Doan
language	hle							2009-07-29		Hlersu
language	hlt							2009-07-29		Matu Chin
language	hlu							2009-07-29		Hieroglyphic Luwian
language	hma				hmn			2009-07-29		Southern Mashan Hmong | Southern Mashan Miao
language	hmb							2009-07-29		Humburi Senni Songhay
language	hmc				hmn			2009-07-29		Central Huishui Hmong | Central Huishui Miao
language	hmd				hmn			2009-07-29		Large Flowery Miao | A-hmaos | Da-Hua Miao
language	hme				hmn			2009-07-29		Eastern Huishui Hmong | Eastern Huishui Miao
language	hmf							2009-07-29		Hmong Don
language	hmg				hmn			2009-07-29		Southwestern Guiyang Hmong
language	hmh				hmn			2009-07-29		Southwestern Huishui Hmong | Southwestern Huishui Miao
language	hmi				hmn			2009-07-29		Northern Huishui Hmong | Northern Huishui Miao
language	hmj				hmn			2009-07-29		Ge | Gejia
language	hmk							2009-07-29		Maek
language	hml				hmn			2009-07-29		Luopohe Hmong | Luopohe Miao
language	hmm				hmn			2009-07-29		Central Mashan Hmong | Central Mashan Miao
language	hmn					macrolanguage		2005-10-16		Hmong | Mong
language	hmp				hmn			2009-07-29		Northern Mashan Hmong | Northern Mashan Miao
language	hmq				hmn			2009-07-29		Eastern Qiandong Miao
language	hmr							2009-07-29		Hmar
language	hms				hmn			2009-07-29		Southern Qiandong Miao
language	hmt							2009-07-29		Hamtai
language	hmu							2009-07-29		Hamap
language	hmv							2009-07-29		Hmong Dô
language	hmw				hmn			2009-07-29		Western Mashan Hmong | Western Mashan Miao
language	hmx					collection		2009-07-29		Hmong-Mien languages
language	hmy				hmn			2009-07-29		Southern Guiyang Hmong | Southern Guiyang Miao
language	hmz				hmn			2009-07-29		Hmong Shua | Sinicized Miao
language	hna							2009-07-29		Mina (Cameroon)
language	hnd				lah			2009-07-29		Southern Hindko
language	hne							2009-07-29		Chhattisgarhi
language	hng							2020-03-28		Hungu
language	hnh							2009-07-29		ǁAni
language	hni							2009-07-29		Hani
language	hnj				hmn			2009-07-29		Hmong Njua | Mong Leng | Mong Njua
language	hnm				zh			2024-12-12		Hainanese
language	hnn							2009-07-29		Hanunoo
language	hno				lah			2009-07-29		Northern Hindko
language	hns							2009-07-29		Caribbean Hindustani
language	hnu							2009-07-29		Hung
language	ho							2005-10-16		Hiri Motu
language	hoa							2009-07-29		Hoava
language	hob							2009-07-29		Mari (Madang Province)
language	hoc							2009-07-29		Ho
language	hod							2009-07-29		Holma
language	hoe							2009-07-29		Horom
language	hoh							2009-07-29		Hobyót
language	hoi							2009-07-29		Holikachuk
language	hoj				raj			2009-07-29		Hadothi | Haroti
language	hok					collection		2009-07-29		Hokan languages
language	hol							2009-07-29		Holu
language	hom							2009-07-29		Homa
language	hoo							2009-07-29		Holoholo
language	hop							2009-07-29		Hopi
language	hor							2009-07-29		Horo
language	hos							2009-07-29		Ho Chi Minh City Sign Language
language	hot							2009-07-29		Hote | Malê
language	hov							2009-07-29		Hovongan
language	how							2009-07-29		Honi
language	hoy							2009-07-29		Holiya
language	hoz							2009-07-29		Hozo
language	hpo							2009-07-29		Hpon
language	hps							2009-07-29		Hawai'i Sign Language (HSL) | Hawai'i Pidgin Sign Language
language	hr			Latn	sh			2005-10-16		Croatian
language	hra							2009-07-29		Hrangkhol
language	hrc							2013-09-10		Niwer Mil
language	hre							2009-07-29		Hre
language	hrk							2009-07-29		Haruku
language	hrm				hmn			2009-07-29		Horned Miao
language	hro							2009-07-29		Haroi
language	hrp							2013-09-10		Nhirrpi
language	hrr		jal				2012-08-12	2009-07-29		Horuru
language	hrt							2009-07-29		Hértevin
language	hru							2009-07-29		Hruso
language	hrw							2013-09-10		Warwar Feni
language	hrx							2009-07-29		Hunsrik
language	hrz							2009-07-29		Harzani
language	hsb			Latn				2005-10-16		Upper Sorbian
language	hsh							2009-07-29		Hungarian Sign Language
language	hsl							2009-07-29		Hausa Sign Language
language	hsn				zh			2009-07-29		Xiang Chinese
language	hss							2009-07-29		Harsusi
language	ht			Latn				2005-10-16		Haitian | Haitian Creole
language	hti							2009-07-29		Hoti
language	hto							2009-07-29		Minica Huitoto
language	hts							2009-07-29		Hadza
language	htu							2009-07-29		Hitu
language	htx							2009-07-29		Middle Hittite
language	hu			Latn				2005-10-16		Hungarian
language	hub							2009-07-29		Huambisa
language	huc							2009-07-29		ǂHua | ǂʼAmkhoe
language	hud							2009-07-29		Huaulu
language	hue							2009-07-29		San Francisco Del Mar Huave
language	huf							2009-07-29		Humene
language	hug							2009-07-29		Huachipaeri
language	huh							2009-07-29		Huilliche
language	hui							2009-07-29		Huli
language	huj				hmn			2009-07-29		Northern Guiyang Hmong | Northern Guiyang Miao
language	huk							2009-07-29		Hulung
language	hul							2009-07-29		Hula
language	hum							2009-07-29		Hungana
language	huo							2009-07-29		Hu
language	hup							2005-10-16		Hupa
language	huq							2009-07-29		Tsat
language	hur							2009-07-29		Halkomelem
language	hus							2009-07-29		Huastec
language	hut							2009-07-29		Humla
language	huu							2009-07-29		Murui Huitoto
language	huv							2009-07-29		San Mateo Del Mar Huave
language	huw							2009-07-29		Hukumina
language	hux							2009-07-29		Nüpode Huitoto
language	huy							2009-07-29		Hulaulá
language	huz							2009-07-29		Hunzib
language	hvc							2009-07-29		Haitian Vodoun Culture Language
language	hve							2009-07-29		San Dionisio Del Mar Huave
language	hvk							2009-07-29		Haveke
language	hvn							2009-07-29		Sabu
language	hvv							2009-07-29		Santa María Del Mar Huave
language	hwa							2009-07-29		Wané
language	hwc							2009-07-29		Hawai'i Creole English | Hawai'i Pidgin
language	hwo							2009-07-29		Hwana
language	hy			Armn				2005-10-16		Armenian
language	hya							2009-07-29		Hya
language	hyw							2018-03-08		Western Armenian
language	hyx					collection		2009-07-29		Armenian (family)
language	hz							2005-10-16		Herero
language	ia							2005-10-16		Interlingua (IALA) | Interlingua (International Auxiliary Language Association)
language	iai							2009-07-29		Iaai
language	ian							2009-07-29		Iatmul
language	iap						2016-05-30	2009-07-29		Iapama
language	iar							2009-07-29		Purari
language	iba							2005-10-16		Iban
language	ibb							2009-07-29		Ibibio
language	ibd							2009-07-29		Iwaidja
language	ibe							2009-07-29		Akpes
language	ibg							2009-07-29		Ibanag
language	ibh							2017-02-23		Bih
language	ibi		opa				2012-08-12	2009-07-29		Ibilo
language	ibl							2009-07-29		Ibaloi
language	ibm							2009-07-29		Agoi
language	ibn							2009-07-29		Ibino
language	ibr							2009-07-29		Ibuoro
language	ibu							2009-07-29		Ibu
language	iby							2009-07-29		Ibani
language	ica							2009-07-29		Ede Ica
language	ich							2009-07-29		Etkywan
language	icl							2009-07-29		Icelandic Sign Language
language	icr							2009-07-29		Islander Creole English
language	id			Latn	ms			2005-10-16		Indonesian
language	ida				luy			2009-07-29		Idakho-Isukha-Tiriki | Luidakho-Luisukha-Lutirichi
language	idb							2009-07-29		Indo-Portuguese
language	idc							2009-07-29		Idon | Ajiya
language	idd							2009-07-29		Ede Idaca
language	ide							2009-07-29		Idere
language	idi							2009-07-29		Idi
language	idr							2009-07-29		Indri
language	ids							2009-07-29		Idesa
language	idt							2009-07-29		Idaté
language	idu							2009-07-29		Idoma
language	ie							2005-10-16		Interlingue | Occidental
language	ifa							2009-07-29		Amganad Ifugao
language	ifb							2009-07-29		Batad Ifugao | Ayangan Ifugao
language	ife							2009-07-29		Ifè
