entryId	lemma	partOfSpeech
oewn-set_on-v	set on	v
oewn-set_out-v	set out	v
oewn-set_phrase-n	set phrase	n
oewn-set_piece-n	set piece	n
oewn-set_point-n	set point	n
oewn-set_shot-n	set shot	n
oewn-set_square-n	set square	n
oewn-set_theory-n	set theory	n
oewn-set_to_music-v	set to music	v
oewn-set_up-v	set up	v
oewn-set_upon-v	set upon	v
oewn-set-a	set	a
oewn-set-apart-a	set-apart	a
oewn-set-aside-a	set-aside	a
oewn-set-back-n	set-back	n
oewn-set-n		
oewn-set-to-n	set-to	n
oewn-set-v	set	v
oewn-seta-n	seta	n
oewn-setaceous-a	setaceous	a
oewn-Setaria_glauca-n	Setaria glauca	n
oewn-Setaria_italica_rubrofructa-n	Setaria italica rubrofructa	n
oewn-Setaria_italica_stramineofructa-n	Setaria italica stramineofructa	n
oewn-Setaria_italica-n	Setaria italica	n
oewn-Setaria_viridis-n	Setaria viridis	n
oewn-setback-n		
oewn-setline-n	setline	n
oewn-setoff-n	setoff	n
oewn-Setophaga_ruticilla-n	Setophaga ruticilla	n
oewn-setose-a	setose	a
oewn-setscrew-n	setscrew	n
oewn-Setswana-n	Setswana	n
oewn-sett-n		
oewn-settee-n	settee	n
oewn-setter-n	setter	n
oewn-setterwort-n	setterwort	n
oewn-setting_hen-n	setting hen	n
oewn-setting-n		
oewn-settle_down-v	settle down	v
oewn-settle_on-v	settle on	v
oewn-settle-n	settle	n
oewn-settle-v	settle	v
oewn-settled-a		
oewn-settledness-n	settledness	n
oewn-settlement_house-n	settlement house	n
oewn-settlement-n		
oewn-settler-n		
oewn-settling-n		
oewn-settlings-n	settlings	n
oewn-settlor-n	settlor	n
oewn-setup-n		
oewn-seven_iron-n	seven iron	n
oewn-seven_seas-n	seven seas	n
oewn-Seven_Wonders_of_the_Ancient_World-n	Seven Wonders of the Ancient World	n
oewn-Seven_Wonders_of_the_World-n	Seven Wonders of the World	n
oewn-seven-a		
oewn-seven-day-a	seven-day	a
oewn-seven-fold-a	seven-fold	a
oewn-seven-membered-a	seven-membered	a
oewn-seven-n		
oewn-seven-sided-a	seven-sided	a
oewn-seven-spot-n	seven-spot	n
oewn-seven-up-n	seven-up	n
oewn-sevener-n	sevener	n
oewn-sevenfold-a	sevenfold	a
oewn-sevenfold-r	sevenfold	r
oewn-sevens-n	sevens	n
oewn-sevensome-n	sevensome	n
oewn-seventeen-a	seventeen	a
oewn-seventeen-n	seventeen	n
oewn-seventeen-year_locust-n	seventeen-year locust	n
oewn-seventeenth-a		
oewn-seventeenth-n		
oewn-seventh_chord-n	seventh chord	n
oewn-seventh_cranial_nerve-n	seventh cranial nerve	n
oewn-seventh_heaven-n	seventh heaven	n
oewn-seventh-a		
oewn-Seventh-Day_Adventism-n	Seventh-Day Adventism	n
oewn-seventh-n		
oewn-seventhly-r	seventhly	r
oewn-seventies-n	seventies	n
oewn-seventieth-a		
oewn-seventieth-n		
oewn-seventy-a	seventy	a
oewn-seventy-eight-a	seventy-eight	a
oewn-seventy-eight-n	seventy-eight	n
oewn-seventy-fifth-a	seventy-fifth	a
oewn-seventy-five-a	seventy-five	a
oewn-seventy-four-a	seventy-four	a
oewn-seventy-n	seventy	n
oewn-seventy-nine-a	seventy-nine	a
oewn-seventy-one-a	seventy-one	a
oewn-seventy-seven-a	seventy-seven	a
oewn-seventy-six-a	seventy-six	a
oewn-seventy-three-a	seventy-three	a
oewn-seventy-two-a	seventy-two	a
oewn-sever-v		
oewn-severable_contract-n	severable contract	n
oewn-severable-a	severable	a
oewn-several-a		
oewn-several-seeded-a	several-seeded	a
oewn-severalise-v	severalise	v
oewn-severalize-v	severalize	v
oewn-severally-r		
oewn-severalty-n	severalty	n
oewn-severance_agreement-n	severance agreement	n
oewn-severance-n		
oewn-severe_acute_respiratory_syndrome-n	severe acute respiratory syndrome	n
oewn-severe_combined_immunodeficiency_disease-n	severe combined immunodeficiency disease	n
oewn-severe_combined_immunodeficiency-n	severe combined immunodeficiency	n
oewn-severe-a		
oewn-severed-a	severed	a
oewn-severely-r	severely	r
oewn-severeness-n	severeness	n
oewn-severing-n		
oewn-severity-n		
oewn-Seville_orange-n	Seville orange	n
oewn-sew_together-v	sew together	v
oewn-sew-v		
oewn-sewage_disposal_plant-n	sewage disposal plant	n
oewn-sewage_disposal-n	sewage disposal	n
oewn-sewage_farm-n	sewage farm	n
oewn-sewage_system-n	sewage system	n
oewn-sewage_works-n	sewage works	n
oewn-sewage-n	sewage	n
oewn-sewed-a	sewed	a
oewn-sewellel-n	sewellel	n
oewn-sewer_gas-n	sewer gas	n
oewn-sewer_line-n	sewer line	n
oewn-sewer_main-n	sewer main	n
oewn-sewer_rat-n	sewer rat	n
oewn-sewer_system-n	sewer system	n
oewn-sewer_water-n	sewer water	n
oewn-sewer-n-1		
oewn-sewer-n-2		
oewn-sewerage-n	sewerage	n
oewn-sewing_basket-n	sewing basket	n
oewn-sewing_kit-n	sewing kit	n
oewn-sewing_machine-n	sewing machine	n
oewn-sewing_needle-n	sewing needle	n
oewn-sewing_room-n	sewing room	n
oewn-sewing_stitch-n	sewing stitch	n
oewn-sewing-machine_operator-n	sewing-machine operator	n
oewn-sewing-machine_stitch-n	sewing-machine stitch	n
oewn-sewing-n	sewing	n
oewn-sewn-a	sewn	a
oewn-sex_act-n	sex act	n
oewn-sex_activity-n	sex activity	n
oewn-sex_appeal-n	sex appeal	n
oewn-sex_bomb-n	sex bomb	n
oewn-sex_cell-n	sex cell	n
oewn-sex_change-n	sex change	n
oewn-sex_character-n	sex character	n
oewn-sex_characteristic-n	sex characteristic	n
oewn-sex_chromatin-n	sex chromatin	n
oewn-sex_chromosome-n	sex chromosome	n
oewn-sex_crime-n	sex crime	n
oewn-sex_drive-n	sex drive	n
oewn-sex_gland-n	sex gland	n
oewn-sex_hormone-n	sex hormone	n
oewn-sex_kitten-n	sex kitten	n
oewn-sex_linkage-n	sex linkage	n
oewn-sex_manual-n	sex manual	n
oewn-sex_object-n	sex object	n
oewn-sex_offender-n	sex offender	n
oewn-sex_offense-n	sex offense	n
oewn-sex_organ-n	sex organ	n
oewn-sex_segregation-n	sex segregation	n
oewn-sex_symbol-n	sex symbol	n
oewn-sex_toy-n	sex toy	n
oewn-sex_up-v	sex up	v
oewn-sex-change_operation-n	sex-change operation	n
oewn-sex-limited-a	sex-limited	a
oewn-sex-linked_disorder-n	sex-linked disorder	n
oewn-sex-linked-a	sex-linked	a
oewn-sex-n	sex	n
oewn-sex-starved-a	sex-starved	a
oewn-sex-v	sex	v
oewn-sexadecimal_notation-n	sexadecimal notation	n
oewn-sexadecimal_number_system-n	sexadecimal number system	n
oewn-sexagenarian-a	sexagenarian	a
oewn-sexagenarian-n	sexagenarian	n
oewn-sexagesimal-a	sexagesimal	a
oewn-sexcapade-n	sexcapade	n
oewn-sexed-a		
oewn-sexiness-n	sexiness	n
oewn-sexism-n		
oewn-sexist-a		
oewn-sexist-n		
oewn-sexless-a	sexless	a
oewn-sexlessness-n	sexlessness	n
oewn-sexploitation-n	sexploitation	n
oewn-sexpot-n	sexpot	n
oewn-sext-n	sext	n
oewn-sextant-n		
oewn-sextet-n		
oewn-sextette-n	sextette	n
oewn-sextillion-n	sextillion	n
oewn-sexting-n		
oewn-sexton-n		
oewn-sextuple-a	sextuple	a
oewn-sextuplet-n	sextuplet	n
oewn-sexual_abstention-n	sexual abstention	n
oewn-sexual_abuse-n	sexual abuse	n
oewn-sexual_activity-n	sexual activity	n
oewn-sexual_arousal-n	sexual arousal	n
oewn-sexual_assault-n	sexual assault	n
oewn-sexual_attraction-n	sexual attraction	n
oewn-sexual_characteristic-n	sexual characteristic	n
oewn-sexual_climax-n	sexual climax	n
oewn-sexual_congress-n	sexual congress	n
oewn-sexual_conquest-n	sexual conquest	n
oewn-sexual_desire-n	sexual desire	n
oewn-sexual_discrimination-n	sexual discrimination	n
oewn-sexual_harassment-n		
oewn-sexual_immorality-n	sexual immorality	n
oewn-sexual_intercourse-n	sexual intercourse	n
oewn-sexual_inversion-n	sexual inversion	n
oewn-sexual_love-n	sexual love	n
oewn-sexual_morality-n	sexual morality	n
oewn-sexual_perversion-n	sexual perversion	n
oewn-sexual_pleasure-n	sexual pleasure	n
oewn-sexual_practice-n	sexual practice	n
oewn-sexual_relation-n	sexual relation	n
oewn-sexual_relationship-n	sexual relationship	n
oewn-sexual_reproduction-n	sexual reproduction	n
oewn-sexual_union-n	sexual union	n
oewn-sexual_urge-n	sexual urge	n
oewn-sexual-a		
oewn-sexualise-v	sexualise	v
oewn-sexuality-n		
oewn-sexualize-v	sexualize	v
oewn-sexually_attractive-a	sexually attractive	a
oewn-sexually_transmitted_disease-n	sexually transmitted disease	n
oewn-sexually-r	sexually	r
oewn-sexy-a	sexy	a
oewn-Seychelles_monetary_unit-n	Seychelles monetary unit	n
oewn-Seychelles_rupee-n	Seychelles rupee	n
oewn-Seychellois-a	Seychellois	a
oewn-Seychellois-n	Seychellois	n
oewn-sezession-n	sezession	n
oewn-sforzando-n	sforzando	n
oewn-Sg-n	Sg	n
oewn-SGA_infant-n	SGA infant	n
oewn-SGML-n	SGML	n
oewn-sgraffito-n		
oewn-Sha-ap-ban-n	Sha'ban	n
oewn-Shaaban-n	Shaaban	n
oewn-shabbily-r	shabbily	r
oewn-shabbiness-n	shabbiness	n
oewn-shabby-a		
oewn-shabby-genteel-a	shabby-genteel	a
oewn-shabu-n	shabu	n
oewn-Shabuoth-n	Shabuoth	n
oewn-shack_up-v	shack up	v
oewn-shack-n	shack	n
oewn-shack-v	shack	v
oewn-shackle-n	shackle	n
oewn-shackle-v	shackle	v
oewn-shackled-a	shackled	a
oewn-shad_roe-n	shad roe	n
oewn-shad-flower-n	shad-flower	n
oewn-shad-n		
oewn-shadberry-n	shadberry	n
oewn-shadblow-n	shadblow	n
oewn-shadbush-n	shadbush	n
oewn-shaddock-n		
oewn-shade_off-v	shade off	v
oewn-shade_tree-n	shade tree	n
oewn-shade-n	shade	n
oewn-shade-v	shade	v
oewn-shaded-a	shaded	a
oewn-shades-n		
oewn-shadflower-n	shadflower	n
oewn-shadfly-n	shadfly	n
oewn-shadiness-n	shadiness	n
oewn-shading-n	shading	n
oewn-shadow_box-n	shadow box	n
oewn-shadow_cabinet-n	shadow cabinet	n
oewn-shadow_play-n	shadow play	n
oewn-shadow_show-n	shadow show	n
oewn-shadow-n		
oewn-shadow-v		
oewn-shadowbox-v	shadowbox	v
oewn-shadowboxing-n	shadowboxing	n
oewn-shadowed-a	shadowed	a
oewn-shadower-n	shadower	n
oewn-shadowgraph-n	shadowgraph	n
oewn-shadowiness-n	shadowiness	n
oewn-shadowing-n	shadowing	n
oewn-shadowy-a		
oewn-shady-a		
oewn-shaft_encoder-n	shaft encoder	n
oewn-shaft_furnace-n	shaft furnace	n
oewn-shaft_louse-n	shaft louse	n
oewn-shaft_of_light-n	shaft of light	n
oewn-shaft-n		
oewn-shaft-v		
oewn-shag_rug-n	shag rug	n
oewn-shag-n	shag	n
oewn-shag-v	shag	v
oewn-shagbark_hickory-n	shagbark hickory	n
oewn-shagbark-n	shagbark	n
oewn-shagged-a	shagged	a
oewn-shaggily-r	shaggily	r
oewn-shagginess-n	shagginess	n
oewn-shaggy_cap-n	shaggy cap	n
oewn-shaggy_dog_story-n	shaggy dog story	n
oewn-shaggy-a		
oewn-shaggy-coated-a	shaggy-coated	a
oewn-shaggy-haired-a	shaggy-haired	a
oewn-shaggymane_mushroom-n	shaggymane mushroom	n
oewn-shaggymane-n	shaggymane	n
oewn-shah_of_Iran-n	shah of Iran	n
oewn-shah-n	shah	n
oewn-shahadah-n	shahadah	n
oewn-Shahaptian_language-n	Shahaptian language	n
oewn-Shahaptian-n	Shahaptian	n
oewn-shaheed-n	shaheed	n
oewn-shaitan-n	shaitan	n
oewn-shakable-a	shakable	a
oewn-shake_hands-v	shake hands	v
oewn-shake_off-v	shake off	v
oewn-shake_up-v	shake up	v
oewn-shake-n		
oewn-shake-up-n	shake-up	n
oewn-shake-v		
oewn-shakeable-a	shakeable	a
oewn-shakedown-a	shakedown	a
oewn-shakedown-n	shakedown	n
oewn-shaken-a		
oewn-shakeout-n	shakeout	n
oewn-shaker-n		
oewn-Shaker-n		
oewn-Shakers-n	Shakers	n
oewn-Shakespearean_sonnet-n	Shakespearean sonnet	n
oewn-Shakespearean-a		
oewn-Shakespearean-n		
oewn-Shakespearian-a	Shakespearian	a
oewn-Shakespearian-n	Shakespearian	n
oewn-shakeup-n	shakeup	n
oewn-shakily-r	shakily	r
oewn-shakiness-n	shakiness	n
oewn-shaking_palsy-n	shaking palsy	n
oewn-shaking-n		
oewn-shako-n		
oewn-Shaktism-n	Shaktism	n
oewn-Shaktist-n	Shaktist	n
oewn-shaky-a		
oewn-shale_oil-n	shale oil	n
oewn-shale-n		
oewn-shall-flower-n	shall-flower	n
oewn-shallon-n	shallon	n
oewn-shallot-n		
oewn-shallow_fording-n	shallow fording	n
oewn-shallow-a		
oewn-shallow-draft-a	shallow-draft	a
oewn-shallow-draught-a	shallow-draught	a
oewn-shallow-n		
oewn-shallow-v		
oewn-shallowly-r	shallowly	r
oewn-shallowness-n	shallowness	n
oewn-shallu-n	shallu	n
oewn-shalwar-n		
oewn-sham-a	sham	a
oewn-sham-n		
oewn-sham-v	sham	v
oewn-shaman-n		
oewn-shamanise-v	shamanise	v
oewn-shamanism-n		
oewn-shamanist-a	shamanist	a
oewn-shamanistic-a	shamanistic	a
oewn-shamanize-v	shamanize	v
oewn-shamble-n		
oewn-shamble-v		
oewn-shambles-n		
oewn-shambling-n		
oewn-shambolic-a		
oewn-shambolically-r		
oewn-shame_plant-n	shame plant	n
oewn-shame-n	shame	n
oewn-shame-v	shame	v
oewn-shamed-a		
oewn-shamefaced-a	shamefaced	a
oewn-shamefacedly-r	shamefacedly	r
oewn-shamefacedness-n	shamefacedness	n
oewn-shameful-a		
oewn-shamefully-r		
oewn-shamefulness-n	shamefulness	n
oewn-shameless-a	shameless	a
oewn-shamelessly-r	shamelessly	r
oewn-shamelessness-n	shamelessness	n
oewn-shamisen-n		
oewn-shammer-n	shammer	n
oewn-shammy_leather-n	shammy leather	n
oewn-shammy-n	shammy	n
oewn-shampoo-n		
oewn-shampoo-v		
oewn-shamrock_pea-n	shamrock pea	n
oewn-shamrock-n		
oewn-shamus-n		
oewn-Shan-n	Shan	n
oewn-shandy-n	shandy	n
oewn-shandygaff-n	shandygaff	n
oewn-Shang_dynasty-n	Shang dynasty	n
oewn-Shang-n	Shang	n
oewn-Shanghai_dialect-n	Shanghai dialect	n
oewn-shanghai-v	shanghai	v
oewn-shanghaier-n	shanghaier	n
oewn-Shangri-la-n		
oewn-shank-ap-s_mare-n	shank's mare	n
oewn-shank-ap-s_pony-n	shank's pony	n
oewn-shank-n		
oewn-shank-v		
oewn-shanks-ap-_mare-n	shanks' mare	n
oewn-shanks-ap-_pony-n	shanks' pony	n
oewn-shanny-n	shanny	n
oewn-shantung-n	shantung	n
oewn-shanty-n	shanty	n
oewn-shantytown-n	shantytown	n
oewn-shape_constancy-n	shape constancy	n
oewn-shape_up-v	shape up	v
oewn-shape-n		
oewn-SHAPE-n		
oewn-shape-up-n	shape-up	n
oewn-shape-v		
oewn-shaped-a		
oewn-shapeless-a	shapeless	a
oewn-shapelessly-r	shapelessly	r
oewn-shapelessness-n	shapelessness	n
oewn-shapeliness-n	shapeliness	n
oewn-shapely-a	shapely	a
oewn-shaper-n		
oewn-shaping_machine-n	shaping machine	n
oewn-shaping_tool-n	shaping tool	n
oewn-shaping-a	shaping	a
oewn-shaping-n	shaping	n
oewn-shard-n	shard	n
oewn-share-n	share	n
oewn-share-out-n	share-out	n
oewn-share-v	share	v
oewn-sharecrop_farmer-n	sharecrop farmer	n
oewn-sharecropper-n	sharecropper	n
oewn-shared_out-a	shared out	a
oewn-shared-a		
oewn-shareholder-n		
oewn-shareholding-n	shareholding	n
oewn-shareowner-n	shareowner	n
oewn-sharer-n	sharer	n
oewn-shareware-n	shareware	n
oewn-sharia_law-n	sharia law	n
oewn-sharia-n	sharia	n
oewn-shariah_law-n	shariah law	n
oewn-shariah-n	shariah	n
oewn-sharing-a	sharing	a
oewn-sharing-n		
oewn-shark_oil-n	shark oil	n
oewn-shark_repellent-n	shark repellent	n
oewn-shark-liver_oil-n	shark-liver oil	n
oewn-shark-n	shark	n
oewn-shark-v	shark	v
oewn-sharkskin-n	sharkskin	n
oewn-sharksucker-n	sharksucker	n
oewn-sharp_tongue-n	sharp tongue	n
oewn-sharp-a		
oewn-sharp-angled-a	sharp-angled	a
oewn-sharp-cornered-a	sharp-cornered	a
oewn-sharp-eared-a	sharp-eared	a
oewn-sharp-eyed-a	sharp-eyed	a
oewn-sharp-limbed-a	sharp-limbed	a
oewn-sharp-n		
oewn-sharp-nosed-a	sharp-nosed	a
oewn-sharp-pointed-a	sharp-pointed	a
oewn-sharp-r		
oewn-sharp-set-a	sharp-set	a
oewn-sharp-sighted-a	sharp-sighted	a
oewn-sharp-sightedness-n	sharp-sightedness	n
oewn-sharp-tailed_grouse-n	sharp-tailed grouse	n
oewn-sharp-tasting-a	sharp-tasting	a
oewn-sharp-toothed-a	sharp-toothed	a
oewn-sharp-worded-a	sharp-worded	a
oewn-sharpen-v		
oewn-sharpened-a	sharpened	a
oewn-sharpener-n		
oewn-sharper-n		
oewn-sharpie-n	sharpie	n
oewn-Sharpie-n	Sharpie	n
oewn-sharply-r		
oewn-sharpness-n	sharpness	n
oewn-sharpshoot-v	sharpshoot	v
oewn-sharpshooter-n	sharpshooter	n
oewn-sharptail_mola-n	sharptail mola	n
oewn-sharpy-n	sharpy	n
oewn-shart-v	shart	v
oewn-shasta_daisy-n	shasta daisy	n
oewn-Shasta_language-n	Shasta language	n
oewn-Shasta_salamander-n	Shasta salamander	n
oewn-Shasta-n	Shasta	n
oewn-Shastan-n	Shastan	n
oewn-shatter-v		
oewn-shattered-a		
oewn-shattering-a	shattering	a
oewn-shattering-n	shattering	n
oewn-shatterproof_glass-n	shatterproof glass	n
oewn-shatterproof-a	shatterproof	a
oewn-shave-n	shave	n
oewn-shave-v	shave	v
oewn-shaved-a	shaved	a
oewn-shaven-a		
oewn-shaver-n		
oewn-Shavian-a		
oewn-Shavian-n		
oewn-shaving_brush-n	shaving brush	n
oewn-shaving_cream-n	shaving cream	n
oewn-shaving_cutter-n	shaving cutter	n
oewn-shaving_foam-n	shaving foam	n
oewn-shaving_soap-n	shaving soap	n
oewn-shaving-brush_tree-n	shaving-brush tree	n
oewn-shaving-n		
oewn-Shavous-n	Shavous	n
oewn-Shavuot-n	Shavuot	n
oewn-Shavuoth-n	Shavuoth	n
oewn-shawl-n		
oewn-shawm-n		
oewn-Shawnee_cake-n	Shawnee cake	n
oewn-Shawnee_language-n	Shawnee language	n
oewn-Shawnee_salad-n	Shawnee salad	n
oewn-Shawnee-n	Shawnee	n
oewn-shawny-n	shawny	n
oewn-Shawwal-n	Shawwal	n
oewn-shay-n		
oewn-shaytan-n	shaytan	n
oewn-she-bop-v	she-bop	v
oewn-she-devil-n	she-devil	n
oewn-she-goat-n	she-goat	n
oewn-she-oak-n		
oewn-sheaf-n		
oewn-shear-n		
oewn-shear-v		
oewn-sheared-a	sheared	a
oewn-shearer-n	shearer	n
oewn-shearing-n	shearing	n
oewn-shears-n		
oewn-shearwater-n	shearwater	n
oewn-sheatfish-n	sheatfish	n
oewn-sheath_knife-n	sheath knife	n
oewn-sheath_pile-n	sheath pile	n
oewn-sheath-n		
oewn-sheathe-v		
oewn-sheathed-a	sheathed	a
oewn-sheathing-n	sheathing	n
oewn-shebang-n	shebang	n
oewn-Shebat-n	Shebat	n
oewn-shebeen-n		
oewn-shed_blood-v	shed blood	v
oewn-shed_light_on-v	shed light on	v
oewn-shed-a	shed	a
oewn-shed-n	shed	n
oewn-shed-v	shed	v
oewn-shedder-n	shedder	n
oewn-shedding-n	shedding	n
oewn-sheen-n	sheen	n
oewn-sheeny-a	sheeny	a
oewn-sheeny-n	sheeny	n
oewn-sheep_bell-n	sheep bell	n
oewn-sheep_botfly-n	sheep botfly	n
oewn-sheep_dip-n	sheep dip	n
oewn-sheep_dog-n	sheep dog	n
oewn-sheep_fescue-n	sheep fescue	n
oewn-sheep_frog-n	sheep frog	n
oewn-sheep_gadfly-n	sheep gadfly	n
oewn-sheep_ked-n	sheep ked	n
oewn-sheep_laurel-n	sheep laurel	n
oewn-sheep_pen-n	sheep pen	n
oewn-sheep_plant-n	sheep plant	n
oewn-sheep_polypore-n	sheep polypore	n
oewn-sheep_rot-n	sheep rot	n
oewn-sheep_sorrel-n	sheep sorrel	n
oewn-sheep_tick-n	sheep tick	n
oewn-sheep-ap-s_fescue-n	sheep's fescue	n
oewn-sheep-ap-s_sorrel-n	sheep's sorrel	n
oewn-sheep-n	sheep	n
oewn-sheep-tick-n	sheep-tick	n
oewn-sheepcote-n	sheepcote	n
oewn-sheepdog-n	sheepdog	n
oewn-sheepfold-n		
oewn-sheepherder-n	sheepherder	n
oewn-sheepish-a		
oewn-sheepishly-r		
oewn-sheepishness-n	sheepishness	n
oewn-sheeplike-a	sheeplike	a
oewn-sheepman-n	sheepman	n
oewn-sheeprun-n	sheeprun	n
oewn-sheepshank-n		
oewn-sheepshead_porgy-n	sheepshead porgy	n
oewn-sheepshead-n	sheepshead	n
oewn-sheepshearing-n	sheepshearing	n
oewn-sheepskin_coat-n	sheepskin coat	n
oewn-sheepskin-n	sheepskin	n
oewn-sheepwalk-n	sheepwalk	n
oewn-sheepwoman-n	sheepwoman	n
oewn-sheer-a	sheer	a
oewn-sheer-r	sheer	r
oewn-sheer-v	sheer	v
oewn-sheesha-n	sheesha	n
oewn-sheet_anchor-n	sheet anchor	n
oewn-sheet_bend-n	sheet bend	n
oewn-sheet_glass-n	sheet glass	n
oewn-sheet_iron-n	sheet iron	n
oewn-sheet_lightning-n	sheet lightning	n
oewn-sheet_metal-n	sheet metal	n
oewn-sheet_music-n	sheet music	n
oewn-sheet_of_paper-n	sheet of paper	n
oewn-sheet_pile-n	sheet pile	n
oewn-sheet_piling-n	sheet piling	n
oewn-sheet_web-n	sheet web	n
oewn-sheet-metal_work-n	sheet-metal work	n
oewn-sheet-n		
oewn-sheet-v		
oewn-sheeting-n	sheeting	n
oewn-sheetlike-a	sheetlike	a
oewn-Sheetrock-n	Sheetrock	n
oewn-shegetz-n	shegetz	n
oewn-sheik-n		
oewn-sheika-n	sheika	n
oewn-sheikdom-n		
oewn-sheikh-n	sheikh	n
oewn-sheikha-n	sheikha	n
oewn-sheikhdom-n	sheikhdom	n
oewn-shekel-n		
oewn-shekels-n	shekels	n
oewn-sheldrake-n	sheldrake	n
oewn-shelduck-n	shelduck	n
oewn-shelf_bracket-n	shelf bracket	n
oewn-shelf_fungus-n	shelf fungus	n
oewn-shelf_ice-n	shelf ice	n
oewn-shelf_life-n	shelf life	n
oewn-shelf-n		
oewn-shelfful-n	shelfful	n
oewn-shelflike-a	shelflike	a
oewn-shelfy-a		
oewn-shell_bean_plant-n	shell bean plant	n
oewn-shell_bean-n	shell bean	n
oewn-shell_collecting-n	shell collecting	n
oewn-shell_corporation-n	shell corporation	n
oewn-shell_entity-n	shell entity	n
oewn-shell_game-n	shell game	n
oewn-shell_ginger-n	shell ginger	n
oewn-shell_jacket-n	shell jacket	n
oewn-shell_out-v	shell out	v
oewn-shell_parakeet-n	shell parakeet	n
oewn-shell_plating-n	shell plating	n
oewn-shell_shock-n	shell shock	n
oewn-shell_stitch-n	shell stitch	n
oewn-shell_stitch-v	shell stitch	v
oewn-shell-flower-n	shell-flower	n
oewn-shell-less-a	shell-less	a
oewn-shell-n		
oewn-shell-v		
oewn-shellac_varnish-n	shellac varnish	n
oewn-shellac_wax-n	shellac wax	n
oewn-shellac-n		
oewn-shellac-v		
oewn-shellack-v	shellack	v
oewn-shellbark_hickory-n	shellbark hickory	n
oewn-shellbark-n	shellbark	n
oewn-shelled-a	shelled	a
oewn-sheller-n	sheller	n
oewn-shellfire-n	shellfire	n
oewn-shellfish-n		
oewn-shellflower-n	shellflower	n
oewn-shelling-n		
oewn-shellproof-a	shellproof	a
oewn-shelter_deck-n	shelter deck	n
oewn-shelter_tent-n	shelter tent	n
oewn-shelter-n		
oewn-shelter-v		
oewn-shelterbelt-n	shelterbelt	n
oewn-sheltered_workshop-n	sheltered workshop	n
oewn-sheltered-a		
oewn-shelve-v		
oewn-shelver-n	shelver	n
oewn-shelvy-a	shelvy	a
oewn-Shema-n	Shema	n
oewn-shemozzle-n	shemozzle	n
oewn-shenanigan-n		
oewn-Sheol-n	Sheol	n
oewn-shepherd_dog-n	shepherd dog	n
oewn-shepherd-ap-s_clock-n	shepherd's clock	n
oewn-shepherd-ap-s_crook-n	shepherd's crook	n
oewn-shepherd-ap-s_pie-n	shepherd's pie	n
oewn-shepherd-ap-s_pipe-n	shepherd's pipe	n
oewn-shepherd-ap-s_pouch-n	shepherd's pouch	n
oewn-shepherd-ap-s_purse-n	shepherd's purse	n
oewn-shepherd-n		
oewn-shepherd-v		
oewn-shepherdess-n	shepherdess	n
oewn-Sheraton-n	Sheraton	n
oewn-sherbert-n	sherbert	n
oewn-sherbet-n		
oewn-sherd-n		
oewn-sheriff-ap-s_sale-n	sheriff's sale	n
oewn-sheriff-n		
oewn-sherlock-n	sherlock	n
oewn-Sherpa-n		
oewn-sherry-n		
oewn-Shetland_pony-n	Shetland pony	n
oewn-Shetland_sheep_dog-n	Shetland sheep dog	n
oewn-Shetland_sheepdog-n	Shetland sheepdog	n
oewn-Shetland_wool-n	Shetland wool	n
oewn-Shetland-n		
oewn-Shevat-n	Shevat	n
oewn-shew-v		
oewn-SHF-n	SHF	n
oewn-Shi-ap-ite_Muslim-n	Shi'ite Muslim	n
oewn-Shi-ap-ite-n	Shi'ite	n
oewn-Shia_Muslim-n	Shia Muslim	n
oewn-Shia-n	Shia	n
oewn-Shiah_Islam-n	Shiah Islam	n
oewn-Shiah-n	Shiah	n
oewn-shiatsu-n		
oewn-shibah-n	shibah	n
oewn-shibboleth-n		
oewn-shield_fern-n	shield fern	n
oewn-Shield_of_David-n	Shield of David	n
oewn-shield-n	shield	n
oewn-shield-shaped-a	shield-shaped	a
oewn-shield-v	shield	v
oewn-shielded-a	shielded	a
oewn-shielder-n	shielder	n
oewn-shielding-n	shielding	n
oewn-shift_key-n	shift key	n
oewn-shift_register-n	shift register	n
oewn-shift-n		
oewn-shift-v		
oewn-shifter-n	shifter	n
oewn-shiftily-r	shiftily	r
oewn-shiftiness-n	shiftiness	n
oewn-shifting-a	shifting	a
oewn-shifting-n	shifting	n
oewn-shiftless-a	shiftless	a
oewn-shiftlessness-n	shiftlessness	n
oewn-shifty-a		
oewn-shiga_bacillus-n	shiga bacillus	n
oewn-Shigella_dysenteriae-n	Shigella dysenteriae	n
oewn-shigella-n		
oewn-shigellosis-n		
oewn-Shih-Tzu-n	Shih-Tzu	n
oewn-Shiism-n	Shiism	n
oewn-shiitake_mushroom-n	shiitake mushroom	n
oewn-shiitake-n		
oewn-Shiite_Muslim-n	Shiite Muslim	n
oewn-Shiite-n		
oewn-shiksa-n		
oewn-shikse-n	shikse	n
oewn-shill-n		
oewn-shill-v		
oewn-shillalah-n	shillalah	n
oewn-shillelagh-n		
oewn-shilling-n	shilling	n
oewn-shillyshally-n	shillyshally	n
oewn-shillyshally-v	shillyshally	v
oewn-shim-n	shim	n
oewn-Shimchath_Torah-n	Shimchath Torah	n
oewn-shimmer-n		
oewn-shimmer-v		
oewn-shimmery-a	shimmery	a
oewn-shimmy-n		
oewn-shimmy-v		
oewn-Shin_Bet-n	Shin Bet	n
oewn-shin_bone-n	shin bone	n
oewn-shin_guard-n	shin guard	n
