senseId	entryId	lemma	partOfSpeech	synsetId	subcat
oewn-raw_weather__1.26.00..	oewn-raw_weather-n	raw weather	n	oewn-14546946-n	
oewn-raw_wood__1.27.00..	oewn-raw_wood-n	raw wood	n	oewn-15125046-n	
oewn-raw_wool__1.27.00..	oewn-raw_wool-n	raw wool	n	oewn-15129055-n	
oewn-raw_wound__1.26.00..	oewn-raw_wound-n	raw wound	n	oewn-14309841-n	
oewn-rawboned__5.00.00.thin.03	oewn-rawboned-a			oewn-00992860-s	
oewn-rawhide__1.27.00..	oewn-rawhide-n			oewn-14783767-n	
oewn-rawness__1.09.00..	oewn-rawness-n	rawness	n	oewn-05997841-n	
oewn-rawness__1.26.00..	oewn-rawness-n	rawness	n	oewn-14485777-n	
oewn-rawness__1.26.01..	oewn-rawness-n	rawness	n	oewn-14356022-n	
oewn-rawness__1.26.02..	oewn-rawness-n	rawness	n	oewn-14559809-n	
oewn-ray__1.05.00..	oewn-ray-n	ray	n	oewn-01498342-n	
oewn-ray__1.05.01..	oewn-ray-n	ray	n	oewn-01903360-n	
oewn-ray__1.10.00..	oewn-ray-n	ray	n	oewn-06881495-n	
oewn-ray__1.19.00..	oewn-ray-n	ray	n	oewn-11448137-n	
oewn-ray__1.19.01..	oewn-ray-n	ray	n	oewn-11448493-n	
oewn-ray__1.20.00..	oewn-ray-n	ray	n	oewn-13152275-n	
oewn-ray__1.25.00..	oewn-ray-n	ray	n	oewn-13936442-n	
oewn-ray__2.30.01..	oewn-ray-v	ray	v	oewn-00292206-v	vtaa vtai vtii
oewn-ray__2.42.00..	oewn-ray-v	ray	v	oewn-02692794-v	vii vtai
oewn-ray__2.43.00..	oewn-ray-v	ray	v	oewn-02774389-v	vtii
oewn-ray_floret__1.20.00..	oewn-ray_floret-n	ray floret	n	oewn-11695054-n	
oewn-ray_flower__1.20.00..	oewn-ray_flower-n	ray flower	n	oewn-11695054-n	
oewn-ray_of_light__1.19.00..	oewn-ray_of_light-n	ray of light	n	oewn-11448137-n	
oewn-rayleigh_disk__1.06.00..	oewn-Rayleigh_disk-n	Rayleigh disk	n	oewn-04063830-n	
oewn-rayless__3.01.00..	oewn-rayless-a	rayless	a	oewn-03120682-a	
oewn-rayless_chamomile__1.20.00..	oewn-rayless_chamomile-n	rayless chamomile	n	oewn-12015865-n	
oewn-raynaud-apos-s_sign__1.26.00..	oewn-Raynaud-ap-s_sign-n	Raynaud's sign	n	oewn-14326875-n	
oewn-rayon__1.06.00..	oewn-rayon-n	rayon	n	oewn-04064044-n	
oewn-rayon_stocking__1.06.00..	oewn-rayon_stocking-n	rayon stocking	n	oewn-03842496-n	
oewn-rayons__1.06.00..	oewn-rayons-n	rayons	n	oewn-03842496-n	
oewn-razbliuto__1.12.00..	oewn-razbliuto-n	razbliuto	n	oewn-07497508-n	
oewn-raze__2.36.00..	oewn-raze-v	raze	v	oewn-01665698-v	vtai vtii
oewn-razed__5.00.00.destroyed.00	oewn-razed-a	razed	a	oewn-00739152-s	
oewn-razing__1.04.00..	oewn-razing-n	razing	n	oewn-00218912-n	
oewn-razing__1.11.00..	oewn-razing-n	razing	n	oewn-07349697-n	
oewn-razmataz__1.04.00..	oewn-razmataz-n	razmataz	n	oewn-00564367-n	
oewn-razor__1.06.00..	oewn-razor-n			oewn-04064159-n	
oewn-razor__2.29.00..	oewn-razor-v			oewn-00037673-v	vtai
oewn-razor_clam__1.05.00..	oewn-razor_clam-n	razor clam	n	oewn-01961670-n	
oewn-razor_edge__1.06.00..	oewn-razor_edge-n	razor edge	n	oewn-04064435-n	
oewn-razor_fish__1.05.00..	oewn-razor_fish-n	razor fish	n	oewn-02612247-n	
oewn-razor--backed__5.00.00.backed.00	oewn-razor-backed-a	razor-backed	a	oewn-00202195-s	
oewn-razor--billed_auk__1.05.00..	oewn-razor-billed_auk-n	razor-billed auk	n	oewn-02048518-n	
oewn-razor--fish__1.05.00..	oewn-razor-fish-n	razor-fish	n	oewn-02612247-n	
oewn-razor--sharp__5.00.00.distinct.00	oewn-razor-sharp-a	razor-sharp	a	oewn-00784620-s	
oewn-razor--sharp__5.00.00.sharp.00	oewn-razor-sharp-a	razor-sharp	a	oewn-00806338-s	
oewn-razorback__1.05.01..	oewn-razorback-n			oewn-02398809-n	
oewn-razorback__1.05.02..	oewn-razorback-n			oewn-02066991-n	
oewn-razorback__5.00.00.backed.00	oewn-razorback-a	razorback	a	oewn-00202195-s	
oewn-razorback_hog__1.05.00..	oewn-razorback_hog-n	razorback hog	n	oewn-02398809-n	
oewn-razorbacked_hog__1.05.00..	oewn-razorbacked_hog-n	razorbacked hog	n	oewn-02398809-n	
oewn-razorbill__1.05.00..	oewn-razorbill-n	razorbill	n	oewn-02048518-n	
oewn-razorblade__1.06.00..	oewn-razorblade-n	razorblade	n	oewn-04064327-n	
oewn-razz__1.10.00..	oewn-razz-n			oewn-07138578-n	
oewn-razz__2.32.00..	oewn-razz-v			oewn-00852181-v	vtaa
oewn-razzing__1.10.00..	oewn-razzing-n	razzing	n	oewn-07138578-n	
oewn-razzle__1.04.00..	oewn-razzle-n	razzle	n	oewn-00564367-n	
oewn-razzle--dazzle__1.04.00..	oewn-razzle-dazzle-n	razzle-dazzle	n	oewn-00564367-n	
oewn-razzmatazz__1.04.00..	oewn-razzmatazz-n			oewn-00564367-n	
oewn-rb__1.27.00..	oewn-Rb-n	Rb	n	oewn-14677133-n	
oewn-rbc__1.08.00..	oewn-RBC-n	RBC	n	oewn-05461646-n	
oewn-rbi__1.04.01..	oewn-RBI-n	RBI	n	oewn-00191029-n	
oewn-rcmp__1.14.00..	oewn-RCMP-n	RCMP	n	oewn-08227591-n	
oewn-re__1.10.00..	oewn-re-n			oewn-06881495-n	
oewn-re__1.27.00..	oewn-Re-n-1	Re	n	oewn-14676569-n	
oewn-re--address__2.32.00..	oewn-re-address-v	re-address	v	oewn-00993296-v	vtai
oewn-re--afforest__2.35.00..	oewn-re-afforest-v	re-afforest	v	oewn-01570926-v	vtai
oewn-re--afforestation__1.04.00..	oewn-re-afforestation-n	re-afforestation	n	oewn-00401257-n	
oewn-re--argue__2.32.00..	oewn-re-argue-v	re-argue	v	oewn-00774533-v	vtai
oewn-re--arm__2.33.00..	oewn-re-arm-v	re-arm	v	oewn-01089970-v	via vii
oewn-re--assume__2.30.00..	oewn-re-assume-v	re-assume	v	oewn-00526107-v	vtai
oewn-re--create__2.31.00..	oewn-re-create-v	re-create	v	oewn-00738804-v	vtai
oewn-re--create__2.36.00..	oewn-re-create-v	re-create	v	oewn-01622373-v	vtai vtii
oewn-re--create__2.36.01..	oewn-re-create-v	re-create	v	oewn-01697776-v	vtai
oewn-re--created__3.44.00..	oewn-re-created-a	re-created	a	oewn-03165166-a	
oewn-re--creation__1.04.00..	oewn-re-creation-n	re-creation	n	oewn-00910470-n	
oewn-re--echo__1.07.00..	oewn-re-echo-n	re-echo	n	oewn-05018273-n	
oewn-re--elect__2.41.00..	oewn-re-elect-v	re-elect	v	oewn-02406438-v	
oewn-re--emerge__2.30.00..	oewn-re-emerge-v	re-emerge	v	oewn-00427254-v	via via-pp vii vii-pp
oewn-re--emphasise__2.32.00..	oewn-re-emphasise-v	re-emphasise	v	oewn-00842488-v	via-that vtai
oewn-re--emphasize__2.32.00..	oewn-re-emphasize-v	re-emphasize	v	oewn-00842488-v	via-that vtai
oewn-re--enter__2.38.00..	oewn-re-enter-v	re-enter	v	oewn-01856878-v	via via-pp vii vii-pp vtai
oewn-re--entrant__3.00.00..	oewn-re-entrant-a	re-entrant	a	oewn-02602330-a	
oewn-re--equip__2.40.00..	oewn-re-equip-v			oewn-02346487-v	vtai
oewn-re--establishment__1.04.00..	oewn-re-establishment-n	re-establishment	n	oewn-00238572-n	
oewn-re--examine__2.31.01..	oewn-re-examine-v	re-examine	v	oewn-00697955-v	
oewn-re--examine__2.32.00..	oewn-re-examine-v	re-examine	v	oewn-00790633-v	vtaa
oewn-re--experiencing__1.09.00..	oewn-re-experiencing-n	re-experiencing	n	oewn-05818794-n	
oewn-re--explain__2.32.00..	oewn-re-explain-v	re-explain	v	oewn-00940930-v	vtai
oewn-re--explore__2.31.00..	oewn-re-explore-v	re-explore	v	oewn-00650898-v	vtai
oewn-re--formation__1.04.00..	oewn-re-formation-n	re-formation	n	oewn-00270807-n	
oewn-re--formed__5.00.00.organized.02	oewn-re-formed-a	re-formed	a	oewn-01675162-s	
oewn-re--incorporate__2.30.00..	oewn-re-incorporate-v	re-incorporate	v	oewn-00468259-v	vtai vtii
oewn-re--introduce__2.32.00..	oewn-re-introduce-v	re-introduce	v	oewn-00903227-v	via-to-inf vtaa
oewn-re--introduction__1.10.00..	oewn-re-introduction-n	re-introduction	n	oewn-07177761-n	
oewn-re--sentencing__1.04.00..	oewn-re-sentencing-n	re-sentencing	n	oewn-01168409-n	
oewn-re--start__2.30.00..	oewn-re-start-v	re-start	v	oewn-00350758-v	via via-to-inf vii vtai
oewn-re--start__2.38.00..	oewn-re-start-v	re-start	v	oewn-01862672-v	vtai
oewn-re--uptake__1.22.00..	oewn-re-uptake-n	re-uptake	n	oewn-13572599-n	
oewn-rea_silvia__1.18.00..	oewn-Rea_Silvia-n	Rea Silvia	n	oewn-09579250-n	
oewn-reabsorb__2.35.00..	oewn-reabsorb-v	reabsorb	v	oewn-01542701-v	vii
oewn-reabsorption__1.22.00..	oewn-reabsorption-n	reabsorption	n	oewn-13571707-n	
oewn-reach__1.04.00..	oewn-reach-n			oewn-00342069-n	
oewn-reach__1.07.00..	oewn-reach-n			oewn-05132642-n	
oewn-reach__1.09.00..	oewn-reach-n			oewn-05631411-n	
oewn-reach__1.15.00..	oewn-reach-n			oewn-08646496-n	
oewn-reach__2.32.00..	oewn-reach-v			oewn-00745330-v	vtaa vtia
oewn-reach__2.33.00..	oewn-reach-v			oewn-01148517-v	via via-pp
oewn-reach__2.35.00..	oewn-reach-v			oewn-01442758-v	via-pp
oewn-reach__2.38.00..	oewn-reach-v			oewn-02010848-v	vtai vtii
oewn-reach__2.38.01..	oewn-reach-v			oewn-02024442-v	vtai
oewn-reach__2.38.06..	oewn-reach-v			oewn-02026014-v	vtai
oewn-reach__2.40.00..	oewn-reach-v			oewn-02235554-v	ditransitive vtaa vtai-to
oewn-reach__2.41.00..	oewn-reach-v			oewn-02531751-v	via-that vtai vtii
oewn-reach__2.42.00..	oewn-reach-v			oewn-02691488-v	vii-pp vtii
oewn-reach_into__2.42.00..	oewn-reach_into-v	reach into	v	oewn-02696141-v	vtii
oewn-reach_one-apos-s_nostrils__2.39.00..	oewn-reach_one-ap-s_nostrils-v	reach one's nostrils	v	oewn-02129097-v	via vii
oewn-reach_out__2.32.00..	oewn-reach_out-v	reach out	v	oewn-00746558-v	via via-pp
oewn-reach_out__2.35.00..	oewn-reach_out-v	reach out	v	oewn-01442758-v	via-pp
oewn-reach_out__2.42.00..	oewn-reach_out-v	reach out	v	oewn-02695935-v	vii vii-pp
oewn-reachable__5.00.00.accessible.00	oewn-reachable-a	reachable	a	oewn-00019387-s	
oewn-reaching__1.04.00..	oewn-reaching-n	reaching	n	oewn-00048966-n	
oewn-reaching__1.04.01..	oewn-reaching-n	reaching	n	oewn-00342069-n	
oewn-reacquired_stock__1.21.00..	oewn-reacquired_stock-n	reacquired stock	n	oewn-13441124-n	
oewn-react__2.30.00..	oewn-react-v			oewn-00447840-v	vii
oewn-react__2.31.00..	oewn-react-v			oewn-00719282-v	via via-pp vii-to
oewn-react__2.41.00..	oewn-react-v			oewn-02383714-v	via via-pp
oewn-reactance__1.19.00..	oewn-reactance-n	reactance	n	oewn-11524731-n	
oewn-reactant__1.27.00..	oewn-reactant-n	reactant	n	oewn-14718926-n	
oewn-reaction__1.04.00..	oewn-reaction-n			oewn-00860679-n	
oewn-reaction__1.04.01..	oewn-reaction-n			oewn-00203665-n	
oewn-reaction__1.09.00..	oewn-reaction-n			oewn-05925922-n	
oewn-reaction__1.09.01..	oewn-reaction-n			oewn-06226571-n	
oewn-reaction__1.19.00..	oewn-reaction-n			oewn-11518861-n	
oewn-reaction__1.19.01..	oewn-reaction-n			oewn-11437243-n	
oewn-reaction__1.22.00..	oewn-reaction-n			oewn-13468534-n	
oewn-reaction_engine__1.06.00..	oewn-reaction_engine-n	reaction engine	n	oewn-04064547-n	
oewn-reaction_formation__1.22.00..	oewn-reaction_formation-n	reaction formation	n	oewn-13567619-n	
oewn-reaction_propulsion__1.19.00..	oewn-reaction_propulsion-n	reaction propulsion	n	oewn-11519250-n	
oewn-reaction_time__1.28.00..	oewn-reaction_time-n	reaction time	n	oewn-15298227-n	
oewn-reaction_turbine__1.06.00..	oewn-reaction_turbine-n	reaction turbine	n	oewn-04064785-n	
oewn-reaction--propulsion_engine__1.06.00..	oewn-reaction-propulsion_engine-n	reaction-propulsion engine	n	oewn-04064547-n	
oewn-reactionary__1.18.00..	oewn-reactionary-n			oewn-10528068-n	
oewn-reactionary__5.00.00.right.03	oewn-reactionary-a			oewn-02037940-s	
oewn-reactionism__1.09.00..	oewn-reactionism-n	reactionism	n	oewn-06230144-n	
oewn-reactionist__5.00.00.right.03	oewn-reactionist-a	reactionist	a	oewn-02037940-s	
oewn-reactivate__2.30.00..	oewn-reactivate-v	reactivate	v	oewn-00192272-v	vtai vtia vtii
oewn-reactive__3.00.00..	oewn-reactive-a			oewn-01935007-a	
oewn-reactive__5.00.00.sensitive.01	oewn-reactive-a			oewn-02112456-s	
oewn-reactive_depression__1.26.00..	oewn-reactive_depression-n	reactive depression	n	oewn-14413654-n	
oewn-reactive_schizophrenia__1.26.00..	oewn-reactive_schizophrenia-n	reactive schizophrenia	n	oewn-14423729-n	
oewn-reactivity__1.09.00..	oewn-reactivity-n	reactivity	n	oewn-05661420-n	
oewn-reactivity__1.26.00..	oewn-reactivity-n	reactivity	n	oewn-14558059-n	
oewn-reactor__1.06.00..	oewn-reactor-n			oewn-03839580-n	
oewn-reactor__1.06.01..	oewn-reactor-n			oewn-04064958-n	
oewn-read__1.10.00..	oewn-read-n			oewn-06602346-n	
oewn-read__2.31.00..	oewn-read-v			oewn-00626756-v	via via-that vtai
oewn-read__2.31.01..	oewn-read-v			oewn-00628065-v	ditransitive via via-to vtai vtai-to
oewn-read__2.31.02..	oewn-read-v			oewn-00628728-v	vtai
oewn-read__2.31.04..	oewn-read-v			oewn-00595247-v	via-that vtaa vtai
oewn-read__2.31.05..	oewn-read-v			oewn-00601387-v	vtai
oewn-read__2.31.06..	oewn-read-v			oewn-00629157-v	vtai vtii
oewn-read__2.31.08..	oewn-read-v			oewn-00621911-v	vtaa vtai
oewn-read__2.31.09..	oewn-read-v			oewn-00626148-v	vtai-pp
oewn-read__2.32.02..	oewn-read-v			oewn-00924838-v	vtii
oewn-read__2.36.05..	oewn-read-v			oewn-01722614-v	via-pp
oewn-read__2.42.00..	oewn-read-v			oewn-02736688-v	vii-adj vtii
oewn-read_between_the_lines__2.31.00..	oewn-read_between_the_lines-v	read between the lines	v	oewn-00623176-v	via via-that vtai
oewn-read_method__1.22.00..	oewn-Read_method-n	Read method	n	oewn-13567971-n	
oewn-read_method_of_childbirth__1.22.00..	oewn-Read_method_of_childbirth-n	Read method of childbirth	n	oewn-13567971-n	
oewn-read--only_file__1.10.00..	oewn-read-only_file-n	read-only file	n	oewn-06522827-n	
oewn-read--only_memory__1.06.00..	oewn-read-only_memory-n	read-only memory	n	oewn-04065351-n	
oewn-read--only_memory_chip__1.06.00..	oewn-read-only_memory_chip-n	read-only memory chip	n	oewn-04065598-n	
oewn-read--only_storage__1.06.00..	oewn-read-only_storage-n	read-only storage	n	oewn-04065351-n	
oewn-read--out__1.06.00..	oewn-read-out-n	read-out	n	oewn-04065706-n	
oewn-read--out__1.10.00..	oewn-read-out-n	read-out	n	oewn-06832564-n	
oewn-read--out__1.10.01..	oewn-read-out-n	read-out	n	oewn-07279857-n	
oewn-read-sol-write_head__1.06.00..	oewn-read-sl-write_head-n	read/write head	n	oewn-04065833-n	
oewn-read-sol-write_memory__1.06.00..	oewn-read-sl-write_memory-n	read/write memory	n	oewn-04059869-n	
oewn-readability__1.07.00..	oewn-readability-n	readability	n	oewn-04827184-n	
oewn-readability__1.07.01..	oewn-readability-n	readability	n	oewn-04826516-n	
oewn-readable__5.00.00.legible.00	oewn-readable-a			oewn-01408073-s	
oewn-readably__4.02.00..	oewn-readably-r	readably	r	oewn-00364072-r	
oewn-readapt__2.30.00..	oewn-readapt-v	readapt	v	oewn-00151394-v	via via-pp vtaa
oewn-readapt__2.30.03..	oewn-readapt-v	readapt	v	oewn-00150934-v	via via-pp
oewn-reader__1.10.00..	oewn-reader-n			oewn-06426704-n	
oewn-reader__1.18.00..	oewn-reader-n			oewn-10528303-n	
oewn-reader__1.18.01..	oewn-reader-n			oewn-10271919-n	
oewn-reader__1.18.02..	oewn-reader-n			oewn-10689922-n	
oewn-reader__1.18.03..	oewn-reader-n			oewn-10528455-n	
oewn-reader__1.18.04..	oewn-reader-n			oewn-10502353-n	
oewn-reader__1.18.05..	oewn-reader-n			oewn-10546502-n	
oewn-reader__1.18.06..	oewn-reader-n			oewn-10272051-n	
oewn-readership__1.14.00..	oewn-readership-n	readership	n	oewn-08239492-n	
oewn-readily__4.02.00..	oewn-readily-r			oewn-00162392-r	
oewn-readily__4.02.01..	oewn-readily-r			oewn-00106028-r	
oewn-readiness__1.07.01..	oewn-readiness-n	readiness	n	oewn-04652076-n	
oewn-readiness__1.07.02..	oewn-readiness-n	readiness	n	oewn-04716072-n	
oewn-readiness__1.09.00..	oewn-readiness-n	readiness	n	oewn-05682428-n	
oewn-readiness__1.26.00..	oewn-readiness-n	readiness	n	oewn-14054590-n	
oewn-reading__1.04.02..	oewn-reading-n			oewn-01006524-n	
oewn-reading__1.09.00..	oewn-reading-n			oewn-05816802-n	
oewn-reading__1.09.01..	oewn-reading-n			oewn-05937299-n	
oewn-reading__1.09.02..	oewn-reading-n			oewn-05824916-n	
oewn-reading__1.10.00..	oewn-reading-n			oewn-06610383-n	
oewn-reading__1.10.01..	oewn-reading-n			oewn-07188417-n	
oewn-reading__1.10.02..	oewn-reading-n			oewn-07249541-n	
oewn-reading_assignment__1.04.00..	oewn-reading_assignment-n	reading assignment	n	oewn-00731432-n	
oewn-reading_clinic__1.10.00..	oewn-reading_clinic-n	reading clinic	n	oewn-07161242-n	
oewn-reading_desk__1.06.00..	oewn-reading_desk-n	reading desk	n	oewn-03658909-n	
oewn-reading_lamp__1.06.00..	oewn-reading_lamp-n	reading lamp	n	oewn-04065093-n	
oewn-reading_material__1.10.00..	oewn-reading_material-n	reading material	n	oewn-06610383-n	
oewn-reading_program__1.10.00..	oewn-reading_program-n	reading program	n	oewn-06689834-n	
oewn-reading_room__1.06.00..	oewn-reading_room-n	reading room	n	oewn-04065208-n	
oewn-reading_teacher__1.18.00..	oewn-reading_teacher-n	reading teacher	n	oewn-10528656-n	
oewn-readjust__2.30.00..	oewn-readjust-v	readjust	v	oewn-00150934-v	via via-pp
oewn-readjust__2.30.01..	oewn-readjust-v	readjust	v	oewn-00298450-v	vtai
oewn-readjustment__1.04.00..	oewn-readjustment-n	readjustment	n	oewn-00194976-n	
oewn-readjustment__1.04.01..	oewn-readjustment-n	readjustment	n	oewn-01001729-n	
oewn-readmission__1.04.00..	oewn-readmission-n	readmission	n	oewn-01250965-n	
oewn-readmit__2.41.00..	oewn-readmit-v	readmit	v	oewn-02508861-v	vtaa vtaa-pp
oewn-readmit__2.41.01..	oewn-readmit-v	readmit	v	oewn-02395928-v	vtaa vtaa-pp
oewn-readout__1.06.00..	oewn-readout-n			oewn-04065706-n	
oewn-readout__1.10.00..	oewn-readout-n			oewn-06832564-n	
oewn-readout__1.10.01..	oewn-readout-n			oewn-07279857-n	
oewn-ready__1.26.00..	oewn-ready-n			oewn-14055005-n	
oewn-ready__2.30.00..	oewn-ready-v			oewn-00407168-v	via-to-inf vtaa vtaa-pp vtai vtai-pp vtia vtii
oewn-ready__2.36.00..	oewn-ready-v			oewn-01668067-v	vtai
oewn-ready__3.00.00..	oewn-ready-a			oewn-01936911-a	
oewn-ready__5.00.00.intelligent.00	oewn-ready-a			oewn-01338856-s	
oewn-ready__5.00.00.prepared.00	oewn-ready-a			oewn-01850666-s	
oewn-ready__5.00.00.willing.00	oewn-ready-a			oewn-02576431-s	
oewn-ready__5.00.01.available.00	oewn-ready-a			oewn-00187059-s	
oewn-ready_and_waiting__5.00.00.ready.00	oewn-ready_and_waiting-a	ready and waiting	a	oewn-01938342-s	
oewn-ready_cash__1.21.00..	oewn-ready_cash-n	ready cash	n	oewn-13443857-n	
oewn-ready_money__1.21.00..	oewn-ready_money-n	ready money	n	oewn-13443857-n	
oewn-ready_reckoner__1.10.00..	oewn-ready_reckoner-n	ready reckoner	n	oewn-06435139-n	
oewn-ready_to_hand__5.00.00.accessible.00	oewn-ready_to_hand-a	ready to hand	a	oewn-00019769-s	
oewn-ready--cooked__5.00.00.cooked.00	oewn-ready-cooked-a	ready-cooked	a	oewn-00620893-s	
oewn-ready--made__1.06.00..	oewn-ready-made-n	ready-made	n	oewn-04066033-n	
oewn-ready--made__3.00.00..	oewn-ready-made-a	ready-made	a	oewn-00675886-a	
oewn-ready--made__5.00.00.factory-made.00	oewn-ready-made-a	ready-made	a	oewn-00678855-s	
oewn-ready--made__5.00.00.unoriginal.00	oewn-ready-made-a	ready-made	a	oewn-01693895-s	
oewn-ready--mix__1.13.00..	oewn-ready-mix-n	ready-mix	n	oewn-07609345-n	
oewn-ready--to--eat__5.00.00.ready-made.00	oewn-ready-to-eat-a	ready-to-eat	a	oewn-00676598-s	
oewn-ready--to--wear__1.06.00..	oewn-ready-to-wear-n	ready-to-wear	n	oewn-04066269-n	
oewn-ready--to--wear__5.00.00.ready-made.00	oewn-ready-to-wear-a	ready-to-wear	a	oewn-00676197-s	
oewn-readying__1.04.00..	oewn-readying-n	readying	n	oewn-01145325-n	
oewn-reaffiliation__1.04.00..	oewn-reaffiliation-n	reaffiliation	n	oewn-01084198-n	
oewn-reaffirm__2.32.00..	oewn-reaffirm-v			oewn-01013950-v	via-that vtai
oewn-reaffirmation__1.10.00..	oewn-reaffirmation-n	reaffirmation	n	oewn-06745330-n	
oewn-reagan_administration__1.14.00..	oewn-Reagan_administration-n	Reagan administration	n	oewn-08182878-n	
oewn-reagent__1.27.00..	oewn-reagent-n			oewn-14803141-n	
oewn-reagin__1.27.00..	oewn-reagin-n	reagin	n	oewn-15055985-n	
oewn-real__1.21.00..	oewn-real-n-2			oewn-13410750-n	
oewn-real__1.23.00..	oewn-real-n-1			oewn-13752012-n	
oewn-real__1.23.01..	oewn-real-n-2			oewn-13690013-n	
oewn-real__3.00.00..	oewn-real-a			oewn-01939402-a	
oewn-real__3.00.01..	oewn-real-a			oewn-01946213-a	
oewn-real__3.00.02..	oewn-real-a			oewn-01944611-a	
oewn-real__3.00.03..	oewn-real-a			oewn-00628097-a	
oewn-real__4.02.01..	oewn-real-r			oewn-00032295-r	
oewn-real__5.00.00.concrete.00	oewn-real-a			oewn-00013681-s	
oewn-real__5.00.00.serious.00	oewn-real-a			oewn-02126996-s	
oewn-real__5.00.00.tangible.02	oewn-real-a			oewn-02400973-s	
oewn-real__5.00.00.true.00	oewn-real-a			oewn-02470192-s	
oewn-real__5.00.02.realistic.00	oewn-real-a			oewn-01948221-s	
oewn-real_estate__1.21.00..	oewn-real_estate-n			oewn-13267374-n	
oewn-real_estate_agent__1.18.00..	oewn-real_estate_agent-n	real estate agent	n	oewn-10529403-n	
oewn-real_estate_broker__1.18.00..	oewn-real_estate_broker-n	real estate broker	n	oewn-10529403-n	
oewn-real_estate_investment_trust__1.14.00..	oewn-Real_Estate_Investment_Trust-n	Real Estate Investment Trust	n	oewn-08089123-n	
oewn-real_estate_loan__1.21.00..	oewn-real_estate_loan-n	real estate loan	n	oewn-13421507-n	
oewn-real_gnp__1.21.00..	oewn-real_GNP-n	real GNP	n	oewn-13278253-n	
oewn-real_gross_national_product__1.21.00..	oewn-real_gross_national_product-n	real gross national product	n	oewn-13278253-n	
oewn-real_life__1.09.00..	oewn-real_life-n	real life	n	oewn-05818276-n	
oewn-real_matrix__1.14.00..	oewn-real_matrix-n	real matrix	n	oewn-08286988-n	
oewn-real_mccoy__1.07.00..	oewn-real_McCoy-n	real McCoy	n	oewn-04790709-n	
oewn-real_number__1.23.00..	oewn-real_number-n	real number	n	oewn-13752012-n	
oewn-real_power__1.19.01..	oewn-real_power-n	real power	n	oewn-92466656-n	
oewn-real_presence__1.10.00..	oewn-real_presence-n	real presence	n	oewn-06804052-n	
oewn-real_property__1.21.00..	oewn-real_property-n	real property	n	oewn-13267374-n	
oewn-real_socialism__1.09.01..	oewn-real_socialism-n	real socialism	n	oewn-92446523-n	
oewn-real_storage__1.06.00..	oewn-real_storage-n	real storage	n	oewn-04066410-n	
oewn-real_stuff__1.07.00..	oewn-real_stuff-n	real stuff	n	oewn-04790709-n	
oewn-real_talk__1.10.01..	oewn-real_talk-n	real talk	n	oewn-90011621-n	
oewn-real_tennis__1.04.00..	oewn-real_tennis-n	real tennis	n	oewn-00484716-n	
oewn-real_thing__1.07.00..	oewn-real_thing-n	real thing	n	oewn-04790709-n	
oewn-real_time__1.28.00..	oewn-real_time-n			oewn-15323938-n	
oewn-real_time__1.28.01..	oewn-real_time-n			oewn-15324095-n	
oewn-real_world__1.09.00..	oewn-real_world-n	real world	n	oewn-05818276-n	
oewn-real--estate_business__1.04.00..	oewn-real-estate_business-n	real-estate business	n	oewn-01103132-n	
oewn-real--time__3.01.00..	oewn-real-time-a			oewn-02798276-a	
oewn-real--time_operation__1.22.00..	oewn-real-time_operation-n	real-time operation	n	oewn-13568251-n	
oewn-real--time_processing__1.22.00..	oewn-real-time_processing-n	real-time processing	n	oewn-13568251-n	
oewn-realgar__1.27.00..	oewn-realgar-n	realgar	n	oewn-14719071-n	
oewn-realign__2.30.00..	oewn-realign-v			oewn-00466058-v	vtai
oewn-realine__2.30.00..	oewn-realine-v	realine	v	oewn-00466058-v	vtai
oewn-realisation__1.04.00..	oewn-realisation-n	realisation	n	oewn-00933662-n	
oewn-realisation__1.04.01..	oewn-realisation-n	realisation	n	oewn-01121941-n	
oewn-realisation__1.04.02..	oewn-realisation-n	realisation	n	oewn-00062737-n	
oewn-realisation__1.04.03..	oewn-realisation-n	realisation	n	oewn-00941859-n	
oewn-realisation__1.09.00..	oewn-realisation-n	realisation	n	oewn-05815548-n	
oewn-realisation__1.10.00..	oewn-realisation-n	realisation	n	oewn-07052802-n	
oewn-realise__2.31.00..	oewn-realise-v	realise	v	oewn-00592510-v	via via-that vtai
oewn-realise__2.31.01..	oewn-realise-v	realise	v	oewn-00730579-v	via-that vtai
oewn-realise__2.36.00..	oewn-realise-v	realise	v	oewn-01648288-v	vtai
oewn-realise__2.36.07..	oewn-realise-v	realise	v	oewn-01711354-v	vtai
oewn-realise__2.40.00..	oewn-realise-v	realise	v	oewn-02249385-v	vtai
oewn-realise__2.40.01..	oewn-realise-v	realise	v	oewn-02294200-v	vtai
oewn-realised__5.00.00.complete.00	oewn-realised-a	realised	a	oewn-00523272-s	
oewn-realism__1.07.00..	oewn-realism-n			oewn-05159116-n	
oewn-realism__1.09.00..	oewn-realism-n			oewn-05984526-n	
oewn-realism__1.09.01..	oewn-realism-n			oewn-05983431-n	
oewn-realism__1.14.00..	oewn-realism-n			oewn-08486468-n	
oewn-realism__1.26.00..	oewn-realism-n			oewn-13978747-n	
oewn-realist__1.18.00..	oewn-realist-n			oewn-10528754-n	
oewn-realist__1.18.01..	oewn-realist-n			oewn-10528982-n	
oewn-realist__1.18.02..	oewn-realist-n			oewn-10529198-n	
