sourceNormalizedLemma	targetNormalizedLemma	sourceEntryId	targetEntryId	synsetId	partOfSpeech
قدم بمقدمة	مهد	awn4-e6b1fdea7f510	awn4-e49373205dde0	awn4-01003512-v	v
قدم تغذية راجعة	عقب	awn4-e7bf406743f47	awn4-e72478f279ff5	awn4-00877731-v	v
قدم تقريرا	روي	awn4-eeadb5badc510	awn4-eb1bd67d7601c	awn4-00967067-v	v
قدم تقريرا	وصف	awn4-eeadb5badc510	awn4-ea71e8cc03051	awn4-00967067-v	v
قدم جانبية	نظير قدم	awn4-e5e7fa05089b6	awn4-e0ef5f13b02d7	awn4-02467888-n	n
قدم حنفاء	حنف القدم	awn4-e48c4e84e536f	awn4-e63029c474fd7	awn4-14238066-n	n
قدم حيوان	قدم	awn4-e55913fdfb8de	awn4-ee16a361a94dc	awn4-02156097-n	n
قدم خدمات الطعام	مون	awn4-e4001bf791f98	awn4-e171fb82d2ad7	awn4-01183141-v	v
قدم سباحة	رجل عائمة	awn4-ebde94be1204d	awn4-e4bc7e6380b39	awn4-02588077-n	n
قدم عرضا	ادي	awn4-e19e32fe4e933	awn4-ef7db93349392	awn4-01718067-v	v
قدم عرضا	عرض	awn4-ef3ecb5a02a3d	awn4-ee46d1353c5bd	awn4-02153218-v	v
قدم عطاء	عرض	awn4-e166a3263a1aa	awn4-e3366d2fd378a	awn4-02301456-v	v
قدم فكية	رجل فكية	awn4-e65bdba1dd631	awn4-eb28dc2051d71	awn4-92436092-n	n
قدم في الترتيب	فضل	awn4-eabd5d121a38e	awn4-e253653eb0723	awn4-00660290-v	v
قدم للجمهور	اظهر	awn4-ef7912b6035fd	awn4-edf6911a219af	awn4-01067137-v	v
قدم مسطحة	قوس هابطة	awn4-edd1ae6a873db	awn4-ea1b6a9014acd	awn4-05584691-n	n
قدم مكففة	قدم وتراء	awn4-e44f72c33ce3b	awn4-e823ade8c43ad	awn4-02157858-n	n
قدم موجزا	اوجز ل	awn4-eeaf0fe99ad35	awn4-e23eb86f9ebae	awn4-00832934-v	v
قدم موسيقي	عمل كمنسق اغاني	awn4-eeeed886daa31	awn4-ea82aa1ee087e	awn4-01035218-v	v
قدم وتراء	قدم مكففة	awn4-e823ade8c43ad	awn4-e44f72c33ce3b	awn4-02157858-n	n
قدما	الي الامام	awn4-e1599fd71cb2c	awn4-ef5a3ba1c3225	awn4-00067665-r	r
قدما	بتقدم	awn4-e1599fd71cb2c	awn4-ea34d545e4b57	awn4-00069386-r	r
قدما	علي طول الطريق	awn4-e1599fd71cb2c	awn4-e6f60ee5a5424	awn4-00068768-r	r
قدما	فصاعدا	awn4-e1599fd71cb2c	awn4-e3d6c8eef4049	awn4-00104546-r	r
قدما	للمستقبل	awn4-e1599fd71cb2c	awn4-e9a586e370142	awn4-00075708-r	r
قدماء	الاسلاف	awn4-ea7206fec5463	awn4-e5bb6eb710fe8	awn4-07959922-n	n
قدمة ذات ورنية	فرجار	awn4-e8a5bc46ecf05	awn4-efa6d03b56ddf	awn4-02943283-n	n
قدمي انبوبي	حركي	awn4-e622c5033e856	awn4-e739abefc05ca	awn4-02626619-a	a
قدوة	كمال	awn4-e35e4ddf1bd92	awn4-ee9f76e0289fb	awn4-05933151-n	n
قدوة	مثال	awn4-e35e4ddf1bd92	awn4-ead5eebd94ae3	awn4-05933998-n	n
قدوة	مثل اعلي	awn4-e35e4ddf1bd92	awn4-e2c1c5241da5e	awn4-10344517-n	n
قدوة	نموذج	awn4-e35e4ddf1bd92	awn4-e212a13e4e7b1	awn4-05933998-n	n
قدوة	نموذج	awn4-e35e4ddf1bd92	awn4-e212a13e4e7b1	awn4-05947513-n	n
قدوة	نموذج مثالي	awn4-e35e4ddf1bd92	awn4-ec0df281f5239	awn4-05933151-n	n
قدوة	نموذج يحتذي به	awn4-e35e4ddf1bd92	awn4-e13efb523cac8	awn4-10344517-n	n
قدوم	اقتراب	awn4-e649118b42f42	awn4-e2e4b2126385e	awn4-00281697-n	n
قدوم	اقتراب	awn4-e649118b42f42	awn4-e2e4b2126385e	awn4-05053622-n	n
قدوم	بزوغ	awn4-e649118b42f42	awn4-ee277bebdbb43	awn4-00049569-n	n
قدوم	دنو	awn4-e649118b42f42	awn4-e105b5c9550cf	awn4-00281697-n	n
قدوم	دنو	awn4-e649118b42f42	awn4-e105b5c9550cf	awn4-05053622-n	n
قدوم	مجيء	awn4-e649118b42f42	awn4-e24160150bcea	awn4-00049569-n	n
قديد	لحم مجفف	awn4-e74ca96783dc3	awn4-e1a650adcc1fb	awn4-07680515-n	n
قدير	ذو كفاءة	awn4-e726407a306e6	awn4-e68d1429d10eb	awn4-00307461-s	s
قدير	كلي القدرة	awn4-e726407a306e6	awn4-e06cf5fb647ff	awn4-01831904-s	s
قديس	شخص مقدس	awn4-e4d6aed7b3457	awn4-e6e30bfbd7751	awn4-10566407-n	n
قديس الايام الاخيرة	مورموني	awn4-e6e5f60d3ee91	awn4-e61f7a0755b16	awn4-10268239-n	n
قديس مزيف	مدعي الفضيلة	awn4-ea3361a8fa65c	awn4-e801c262f23bf	awn4-10458719-n	n
قديسون	طائفة القديسين	awn4-ea398936902d4	awn4-e65181fc5c22c	awn4-08169654-n	n
قديسي	ملائكي	awn4-e992fe1200861	awn4-e8f12ca73d27a	awn4-01133761-s	s
قديسية	قداسة	awn4-e4878b0c52c42	awn4-ea653ba54c240	awn4-00600444-n	n
قديم	بارد	awn4-e028a7fba2de3	awn4-e0aaab0e67e9b	awn4-01073210-s	s
قديم	بال	awn4-e028a7fba2de3	awn4-e06f73ada8ce9	awn4-01694033-s	s
قديم	سابق	awn4-e028a7fba2de3	awn4-ef75159b2f220	awn4-00672052-s	s
قديم	شخص من القدماء	awn4-ea89e53553907	awn4-edfe3a2d77ba3	awn4-09812582-n	n
قديم	عتيق	awn4-e028a7fba2de3	awn4-e262275b2426e	awn4-01732846-s	s
قديم	عتيق	awn4-e924466873b46	awn4-eb7ce7738c233	awn4-01642580-a	a
قديم	غابر	awn4-e028a7fba2de3	awn4-e03d8e02fc478	awn4-01734977-s	s
قديم	غير حديث	awn4-e924466873b46	awn4-e25d1842c9bee	awn4-01541006-a	a
قديم	مبكر	awn4-e924466873b46	awn4-e6b24541a62b5	awn4-00823421-a	a
قديم	مخضرم	awn4-e028a7fba2de3	awn4-ec832bf31a152	awn4-00939566-s	s
قديم الزمان	زمن سحيق	awn4-e6e93f0c02e35	awn4-e6e4f3c7e6e7d	awn4-15277335-n	n
قديم الطراز	عفا عليه الزمن	awn4-e420cdb55333c	awn4-ea62871366a17	awn4-00977350-s	s
قديم الطراز	غير مواكب للموضة	awn4-e19275b808ce4	awn4-e588cc82ef464	awn4-00977035-a	a
قديم العهد	عريق	awn4-eef0396cbc06e	awn4-ecce83d799b15	awn4-01444145-s	s
قديما	في العصور القديمة	awn4-e28075100ba86	awn4-ee099170886bf	awn4-00005591-r	r
قديما	منذ زمن بعيد	awn4-e28075100ba86	awn4-e7050898fa0dc	awn4-00022855-r	r
قذارة	اهمال	awn4-e70493db82177	awn4-efd3c14378c23	awn4-04904172-n	n
قذارة	اهمال المظهر	awn4-e70493db82177	awn4-e6f01d8c6b540	awn4-04904055-n	n
قذارة	بؤس	awn4-e2b03f52dcd89	awn4-e6a155ebdcd9d	awn4-04823992-n	n
قذارة	بذاءة	awn4-e70493db82177	awn4-e5d36a3fd7b88	awn4-04910855-n	n
قذارة	براز	awn4-e70493db82177	awn4-e40e046ab6ba5	awn4-14878732-n	n
قذارة	حقارة	awn4-e2b03f52dcd89	awn4-eba8f206ecac8	awn4-04823992-n	n
قذارة	خبث	awn4-e2b03f52dcd89	awn4-e17b5c6261b48	awn4-04788030-n	n
قذارة	دناءة	awn4-e70493db82177	awn4-e525590ba04aa	awn4-14522695-n	n
قذارة	دنس	awn4-e70493db82177	awn4-eaef9a5602fe5	awn4-14521680-n	n
قذارة	رثاثة	awn4-e2b03f52dcd89	awn4-ea4c3e95c9c78	awn4-04823992-n	n
قذارة	سوء	awn4-e2b03f52dcd89	awn4-e6c98fb7adbc1	awn4-04788030-n	n
قذارة	عدم النظافة	awn4-e70493db82177	awn4-e2439f344fcbc	awn4-14519173-n	n
قذارة	عدم نظافة	awn4-e70493db82177	awn4-e42a51aa02a45	awn4-04903901-n	n
قذارة	عدم نظافة	awn4-e70493db82177	awn4-e42a51aa02a45	awn4-14521347-n	n
قذارة	نجاسة	awn4-e70493db82177	awn4-e7c2f3b69dd53	awn4-14519345-n	n
قذارة	وساخة	awn4-e70493db82177	awn4-e77c1744ccb38	awn4-14511588-n	n
قذارة	وسخ	awn4-e70493db82177	awn4-ead5082f739e1	awn4-14521680-n	n
قذارة	وسخ	awn4-e70493db82177	awn4-ead5082f739e1	awn4-14880903-n	n
قذارة اخلاقية	دنس	awn4-ec21c68f3eede	awn4-eaef9a5602fe5	awn4-04860193-n	n
قذال	مؤخرة الراس	awn4-e2f3216927a9d	awn4-ef8c61e033c96	awn4-05548609-n	n
قذالي	خلفي الراس	awn4-e50b5720f0ac8	awn4-e7ab028b9ff03	awn4-02946331-a	a
قذر	رذيل	awn4-eab6461892d5b	awn4-ea44f16bd1ce4	awn4-01991889-s	s
قذر	غير صحي	awn4-e4ed98d504d48	awn4-ed563eeb5e71e	awn4-02120952-s	s
قذر	فوضوي	awn4-e97e19a5272b6	awn4-e2f6923c62914	awn4-10631726-n	n
قذر	كئيب	awn4-e978a56cd2a25	awn4-e5892d58cc1d3	awn4-02725783-a	a
قذر	لوث	awn4-e6ee5ae409b98	awn4-e8966075b04a0	awn4-00493246-v	v
قذر	متسخ	awn4-e8bf011931921	awn4-eccd25a50419f	awn4-00420808-a	a
قذر	ملوث	awn4-e8bf011931921	awn4-e8b5ae94d0c9c	awn4-00428105-a	a
قذر	مهمل	awn4-e4ed98d504d48	awn4-e80b6fc998c71	awn4-02434522-s	s
قذر	مهمل	awn4-e97e19a5272b6	awn4-eabd143294af5	awn4-10631726-n	n
قذر	وسخ	awn4-e4ed98d504d48	awn4-eb3ce04f2a28b	awn4-01631347-s	s
قذر	وسخ	awn4-e8bf011931921	awn4-eb9066322ce74	awn4-00420808-a	a
قذر	وضيع	awn4-eab6461892d5b	awn4-ee18ebc4d0a88	awn4-01991889-s	s
قذر جدا	مقرف	awn4-eefa44ff704b3	awn4-e895f9510d507	awn4-00423109-s	s
قذف	اتهام تشهيري	awn4-e31edb59b7571	awn4-e0f1a1e246ed4	awn4-07251617-n	n
قذف	اخراج	awn4-e31edb59b7571	awn4-ec8ece07308fa	awn4-00117507-n	n
قذف	اطلاق	awn4-e31edb59b7571	awn4-ea7528c788e80	awn4-00103960-n	n
قذف	اطلق	awn4-eb5aa3ddb686f	awn4-e993242f23fb7	awn4-01518423-v	v
قذف	افتراء	awn4-e31edb59b7571	awn4-ee3c117298902	awn4-06733349-n	n
قذف	افتراء	awn4-e8525a53c41f9	awn4-e323e8bc156d9	awn4-01222825-n	n
قذف	القي	awn4-eb5aa3ddb686f	awn4-ea8b1524e2a6e	awn4-01069686-v	v
قذف	بخ	awn4-eb5aa3ddb686f	awn4-e0716d6e0c7fa	awn4-01378302-v	v
قذف	بلغ النشوة	awn4-e8a8a45fcbccb	awn4-e5e80b072cea5	awn4-02201874-v	v
قذف	تشهير	awn4-e31edb59b7571	awn4-eb568ae32ec5f	awn4-06733349-n	n
قذف	تشهير	awn4-e8525a53c41f9	awn4-ec691c73c9e9a	awn4-01222825-n	n
قذف	تشهير مطبوع	awn4-e8525a53c41f9	awn4-e9c28892ca897	awn4-06733120-n	n
قذف	ثار	awn4-eb5aa3ddb686f	awn4-ebcae58b4463c	awn4-00308350-v	v
قذف	جرف	awn4-eb5aa3ddb686f	awn4-e37d534cab4db	awn4-02084729-v	v
قذف	رشق	awn4-e31edb59b7571	awn4-ed02e541e8271	awn4-00107836-n	n
قذف	رمي	awn4-e31edb59b7571	awn4-e745cb8511370	awn4-00105359-n	n
قذف	رمي	awn4-e31edb59b7571	awn4-e745cb8511370	awn4-00106299-n	n
قذف	رمي	awn4-e8a8a45fcbccb	awn4-ea75417828e44	awn4-01897072-v	v
قذف	رمي	awn4-eb5aa3ddb686f	awn4-ef10b13538a8f	awn4-01509775-v	v
قذف	رمي	awn4-eb5aa3ddb686f	awn4-ef10b13538a8f	awn4-01511711-v	v
قذف	رمي عنيف	awn4-e31edb59b7571	awn4-e3614f0f79ef2	awn4-00105984-n	n
قذف	طرح	awn4-eb5aa3ddb686f	awn4-efcdaea6125ba	awn4-01515097-v	v
قذف	طرد	awn4-e31edb59b7571	awn4-e43ccad56802c	awn4-00117507-n	n
قذف	لفظ	awn4-e8a8a45fcbccb	awn4-eb49ace8829ec	awn4-00076824-v	v
قذف	نضح	awn4-eb5aa3ddb686f	awn4-ef808eadb905e	awn4-01378302-v	v
قذف بجهد	رمي ثقيل	awn4-eb1b606666f4f	awn4-e63cba55f9d82	awn4-00106091-n	n
قذف مبكر	سرعة القذف	awn4-e9ad491e49dc9	awn4-e538529a25432	awn4-13561632-n	n
قذف من النافذة	القاء من الشباك	awn4-ef78c5662b2be	awn4-e25d468ee4d07	awn4-00117809-n	n
قذفة	رمية	awn4-eeb790faac832	awn4-e4feaff211761	awn4-00106924-n	n
قذفه الموج	جرفه الماء	awn4-ef1b30823d52f	awn4-e5bf0d95ed979	awn4-00424210-v	v
قذفي	مقذوف	awn4-e42553f9b0d7a	awn4-e470b3ad52427	awn4-00813191-s	s
قذي للعين	منظر مؤذ للعين	awn4-e122d295551ac	awn4-e5dd235104df1	awn4-04701065-n	n
قذيفة	قنبلة	awn4-e27b0877f869c	awn4-ebbd2fa7b0871	awn4-02871886-n	n
قذيفة	مقذوف	awn4-e27b0877f869c	awn4-ead1f581d36c8	awn4-04015010-n	n
قذيفة سريعة	قذيفة ويزبانج	awn4-e1ecbc3eb6ef9	awn4-e3c82eb96a6cb	awn4-04588711-n	n
قذيفة شظايا	شظايا	awn4-ea7a25ff85300	awn4-ee483f7db1451	awn4-04217079-n	n
قذيفة علبة	طلقة عنقودية	awn4-e47e0fbe9d53e	awn4-ea9c1884aa0fd	awn4-02980100-n	n
قذيفة ويزبانج	قذيفة سريعة	awn4-e3c82eb96a6cb	awn4-e1ecbc3eb6ef9	awn4-04588711-n	n
قرا	اخذ	awn4-ef930154cecfc	awn4-e818a3585a300	awn4-00626148-v	v
قرا	اظهر	awn4-ef930154cecfc	awn4-edf6911a219af	awn4-00924838-v	v
قرا	اعتبر	awn4-ef930154cecfc	awn4-e6180c4a4d287	awn4-00626148-v	v
قرا	ترجم	awn4-ef930154cecfc	awn4-e4bff2b82c811	awn4-00595247-v	v
قرا	تلا	awn4-ef930154cecfc	awn4-e1f3b04c31e85	awn4-00628065-v	v
قرا	سجل	awn4-ef930154cecfc	awn4-e79206a608c6a	awn4-00924838-v	v
قرا	طالع	awn4-ef930154cecfc	awn4-ecd02462f44df	awn4-00626756-v	v
قرا	فسر	awn4-ef930154cecfc	awn4-ec7ddb1f272ae	awn4-00628728-v	v
قرا	فهم	awn4-ef930154cecfc	awn4-ec12ad784e8ed	awn4-00595247-v	v
قرا	فهم	awn4-ef930154cecfc	awn4-ec12ad784e8ed	awn4-00626148-v	v
قرا	مسح	awn4-ef930154cecfc	awn4-e4ad1cfe9e3d8	awn4-00629157-v	v
قرا بتبديل الحروف	استخرج الجناس	awn4-e13bfb292724f	awn4-e643c4c3c311d	awn4-00627155-v	v
قرا مقتطفات	تصفح	awn4-e18765e418a9c	awn4-ee0a689e239b1	awn4-00627478-v	v
قراء	جمهور القراء	awn4-e9b6d08e4b79b	awn4-e168d2e29002c	awn4-08239492-n	n
قراءة	تاويل	awn4-e9e40e00f45ad	awn4-e26e9b122de73	awn4-05937299-n	n
قراءة	تفسير	awn4-e9e40e00f45ad	awn4-e9f3877f69fba	awn4-05937299-n	n
قراءة	قراءة العداد	awn4-e9e40e00f45ad	awn4-ea1c1178fd6db	awn4-05824916-n	n
قراءة	مؤشر	awn4-e9e40e00f45ad	awn4-ecb3cc2bb15b7	awn4-05824916-n	n
قراءة	مادة للقراءة	awn4-e9e40e00f45ad	awn4-e6aaf0a7908cb	awn4-06610383-n	n
قراءة الطالع	عرافة	awn4-ea1e4fa2a65e1	awn4-eb3541571e68b	awn4-06762182-n	n
قراءة العداد	قراءة	awn4-ea1c1178fd6db	awn4-e9e40e00f45ad	awn4-05824916-n	n
قراءة العداد	مؤشر	awn4-ea1c1178fd6db	awn4-ecb3cc2bb15b7	awn4-05824916-n	n
قراءة سريعة	تصفح سريع	awn4-e3aeaac47e345	awn4-e3c944dae7638	awn4-06611099-n	n
قراءة متانية	تمحيص	awn4-ea9fbf5994191	awn4-ec9d120086c5f	awn4-06610798-n	n
قراءة متانية	دراسة	awn4-ea9fbf5994191	awn4-eca0fae7dbdb3	awn4-06610798-n	n
قرائني	استدلالي	awn4-e5f3595121531	awn4-e72fabe8bd4b1	awn4-02170148-s	s
قراب	جراب المسدس	awn4-e7691326dcd49	awn4-e0d53516e88b1	awn4-03532624-n	n
قراب	غمد	awn4-e7691326dcd49	awn4-ea54f3c553188	awn4-04148392-n	n
قرابة	ارتباط	awn4-ee136bf910ac9	awn4-e9eea316e3566	awn4-13817701-n	n
قرابة	الفة	awn4-ee136bf910ac9	awn4-e7985307711f1	awn4-04755038-n	n
قرابة	تجانس	awn4-ee136bf910ac9	awn4-efed743478a3d	awn4-04755038-n	n
قرابة	عشيرة	awn4-efee359b9645f	awn4-ea302e53d1846	awn4-07986142-n	n
قرابة	علاقة اسرية	awn4-ee136bf910ac9	awn4-e1eae1de1c769	awn4-13834819-n	n
قرابة	قبيلة	awn4-efee359b9645f	awn4-e9714d5d363e6	awn4-07986142-n	n
قرابة الدم	صلة الرحم	awn4-e3e7bf7ee5a06	awn4-efbf156916c4c	awn4-13835803-n	n
قرابة روحية	الفة	awn4-e15c137d3ad4b	awn4-e7985307711f1	awn4-13833622-n	n
قرابة نشوئية	تشابه	awn4-eca60bfd46cbc	awn4-ea288a0606a94	awn4-13834508-n	n
قراد الخشب	قراد الكلب الامريكي	awn4-edb7f31c31714	awn4-ebeba1771c8ba	awn4-01781789-n	n
قراد الكلب الامريكي	قراد الخشب	awn4-ebeba1771c8ba	awn4-edb7f31c31714	awn4-01781789-n	n
قراد المتسول الاوروبي	قطيفة شائكة ثلاثية الفصوص	awn4-ef39e5c9e8450	awn4-e7d1c0d412a6f	awn4-11961219-n	n
قراديات	رتبة القراديات	awn4-e13a71b015182	awn4-e59ce841bcba6	awn4-01778520-n	n
قرار	استنتاج	awn4-e7d3f7bb30f1a	awn4-ef3e81595fa49	awn4-00163453-n	n
قرار	استنتاج	awn4-e7d3f7bb30f1a	awn4-ef3e81595fa49	awn4-05846685-n	n
قرار	حسم	awn4-e7d3f7bb30f1a	awn4-e9f6380eaf26e	awn4-00163453-n	n
قرار	حكم	awn4-e7d3f7bb30f1a	awn4-ee1f28abb6f49	awn4-05846685-n	n
قرار	حل	awn4-e7d3f7bb30f1a	awn4-eed444b61dd07	awn4-07041708-n	n
قرار	عزم	awn4-e7d3f7bb30f1a	awn4-e0a3cd0eba879	awn4-00181077-n	n
قرار	فوز بالنقاط	awn4-e7d3f7bb30f1a	awn4-e15bc092c5a44	awn4-07308384-n	n
قرار	لائحة	awn4-e7d3f7bb30f1a	awn4-e38d92b863fb1	awn4-06523865-n	n
قرار	نغمة الاساس	awn4-e7d3f7bb30f1a	awn4-eb418cddd2da3	awn4-06870776-n	n
قرار اتهام	لائحة اتهام	awn4-edbab2c22e998	awn4-edf05b0cf5d85	awn4-07249995-n	n
قرار الحكم	صافرة	awn4-eed9646a7d4b2	awn4-eb56f124797b2	awn4-00165622-n	n
قرار حظر	امر حجر	awn4-e18197ae14744	awn4-e220b73c352ab	awn4-06570079-n	n
قرار سحيق	هاوية	awn4-ef63327fbaa63	awn4-ebe1901bcc32f	awn4-09209256-n	n
قرار قضائي	حكم	awn4-e6c695baffaff	awn4-ee1f28abb6f49	awn4-01190300-n	n
قرار مسبق	عزم مسبق	awn4-e1a7302f80b4d	awn4-e3075e2108ed7	awn4-05847039-n	n
قرار هيئة المحلفين	حكم المحلفين	awn4-ed24641f4ac8f	awn4-e209279916109	awn4-01194640-n	n
قراز	جنس كراكس	awn4-edc6ba7bed015	awn4-e41eb19ab6a2f	awn4-01802181-n	n
قراص	قراص لاذع	awn4-e61b3a6a11992	awn4-ef7dd8599df52	awn4-12413066-n	n
قراص ابيض	لاميون ابيض	awn4-e489f1c632d7e	awn4-e019a0d3973f6	awn4-12870039-n	n
قراص استرالي	شجرة القراص الاسترالية	awn4-efa46de7803f3	awn4-eb3b944def4b1	awn4-12414845-n	n
قراص الحصان	مغد كاروليني	awn4-e50f2d4c26463	awn4-e9e8b1af7bc5e	awn4-12914753-n	n
قراص الدربيون	عشبة لاسعة	awn4-eb78297ad51b9	awn4-e85813a628495	awn4-12945939-n	n
قراص القنب	غاليوبسيس	awn4-e27143e2d4e03	awn4-e16461faee264	awn4-12867768-n	n
قراص كاذب	بوميريا	awn4-e25cfb3dd4a4e	awn4-eec11a0229d15	awn4-12413603-n	n
قراص لاذع	قراص	awn4-ef7dd8599df52	awn4-e61b3a6a11992	awn4-12413066-n	n
قراص ميت	عشبة غنية	awn4-e566c81793a93	awn4-ed434ff43b75b	awn4-12415585-n	n
قراص ميت	لاميوم	awn4-e566c81793a93	awn4-eb7b97a4d00da	awn4-12869821-n	n
قراصيا	برقوق مجفف	awn4-eb9d7009c0519	awn4-ea88d346e9ccc	awn4-07768578-n	n
قراصيات	رتبة القراصيات	awn4-e89501b1f0b3f	awn4-eea012ba94271	awn4-12411994-n	n
قران	ربط	awn4-ebeffba42b2f1	awn4-eff786d9b63a6	awn4-05772194-n	n
قران	زواج	awn4-ebeffba42b2f1	awn4-e6198981cbef7	awn4-13987306-n	n
قرانيا	شجرة القرانيا	awn4-e9a50b7d95146	awn4-ef8ba231cbc27	awn4-12967609-n	n
قرانيا امريكية	قرانيا حمراء	awn4-e8f031b6e9a50	awn4-ea82d11e0989b	awn4-12968304-n	n
قرانيا اموموم	قرانيا حريرية	awn4-e8f5846274584	awn4-e15b7918cd5f8	awn4-12968655-n	n
قرانيا اوروبية شائعة	قرانيا دموية	awn4-e90dcac034fd8	awn4-ef50dfb88fb42	awn4-12968813-n	n
قرانيا بيضاء شائعة	قرانيا مزهرة شرقية	awn4-eb7752ef10c13	awn4-e61490979730b	awn4-12968073-n	n
قرانيا جامايكا	بيسيديا	awn4-ed66a561c1d55	awn4-e1dcb623a3a85	awn4-12580023-n	n
قرانيا حريرية	قرانيا اموموم	awn4-e15b7918cd5f8	awn4-e8f5846274584	awn4-12968655-n	n
قرانيا حمراء	قرانيا امريكية	awn4-ea82d11e0989b	awn4-e8f031b6e9a50	awn4-12968304-n	n
قرانيا دموية	قرانيا اوروبية شائعة	awn4-ef50dfb88fb42	awn4-e90dcac034fd8	awn4-12968813-n	n
قرانيا ذكر	كرز القرانيا	awn4-ebbcbbd0f3e28	awn4-ecc78d7c4bc34	awn4-12969255-n	n
قرانيا قزمية	توت البودنغ	awn4-ee9bc7c4203e5	awn4-e822371fd6ea3	awn4-12969011-n	n
قرانيا مزهرة شرقية	قرانيا بيضاء شائعة	awn4-e61490979730b	awn4-eb7752ef10c13	awn4-12968073-n	n
قرب	الفة	awn4-ec8bdf4086fd6	awn4-e6cfc999c6a72	awn4-04662799-n	n
قرب	تقارب	awn4-e08f85d53bce8	awn4-ec339fd7fd07a	awn4-05092779-n	n
قرب	جذب	awn4-edc7379853f80	awn4-ee785d99e8b9b	awn4-01612857-v	v
قرب	جوار	awn4-ec8bdf4086fd6	awn4-e5539fc06bbe7	awn4-08660092-n	n
قرب	حميمية	awn4-ec8bdf4086fd6	awn4-efba3da89f285	awn4-04662799-n	n
قرب	حميمية	awn4-ec8bdf4086fd6	awn4-efba3da89f285	awn4-07545512-n	n
قرب	دور	awn4-edc7379853f80	awn4-e308a92fd97d8	awn4-00145443-v	v
قرب	ذبح قربانا	awn4-edc7379853f80	awn4-e794124ccb4cd	awn4-02330732-v	v
قرب	محيط	awn4-ec8bdf4086fd6	awn4-ee4b58e3c8baa	awn4-08660092-n	n
قرب العهد	حداثة عهد	awn4-e75aeb57ee65c	awn4-e4f158b3c8f59	awn4-04934445-n	n
قرب النهاية	شبه طرفي	awn4-ed72c0a168560	awn4-e6695c3f50580	awn4-01019390-s	s
قربان	تضحية	awn4-e91bce6a050e4	awn4-e31bc19687502	awn4-00228462-n	n
قربان	تقدمة	awn4-e91bce6a050e4	awn4-e15200dbac86b	awn4-01043381-n	n
قربان	تقدمة	awn4-e91bce6a050e4	awn4-e15200dbac86b	awn4-01043530-n	n
قربان	عطاء ديني	awn4-e91bce6a050e4	awn4-e43a42a1c21b7	awn4-13291396-n	n
قربان	قتل شعائري	awn4-e91bce6a050e4	awn4-e8d48f842b5fc	awn4-00228462-n	n
قربان السلام	عرض صلح	awn4-e776360f09a4b	awn4-e93e3ae483f95	awn4-07181837-n	n
قربان شراب	سكب القربان	awn4-e6b94e12ca0e1	awn4-ec9359dfecc1e	awn4-07901807-n	n
قربان مقدس	تناول	awn4-edaebf79c27c1	awn4-e13aae9fa9e98	awn4-01038365-n	n
قرباني	افخارستي	awn4-e37c0e0e93345	awn4-e31fbf521efe1	awn4-02726538-a	a
قربة	سقاء	awn4-ef191ab377a73	awn4-edfcd6f429a17	awn4-04237283-n	n
قربة	كيس هوائي	awn4-ef191ab377a73	awn4-ed551db27489c	awn4-02851356-n	n
قربة تبريد	كيس تبريد بالتبخير	awn4-e2d6f919b3ac9	awn4-ec55129d25c61	awn4-04376572-n	n
قربة ماء	زجاجة ماء	awn4-ed0a2649921d2	awn4-e458515b43e8a	awn4-04564934-n	n
قربة نبيذ	زق خمر	awn4-e9e50073980b5	awn4-e71e19bc9e455	awn4-04599923-n	n
قربوس السرج	مقدم السرج	awn4-ee37a73c8e58d	awn4-e65aadfbca025	awn4-03986536-n	n
قرة	جرجير الماء	awn4-e80d4787b2df8	awn4-ec15e50d095c8	awn4-07748880-n	n
قرة	جرجير الماء	awn4-ec4d40124492d	awn4-ec15e50d095c8	awn4-11913473-n	n
قرة العين	جرجير الماء	awn4-e19a2f12a9f40	awn4-ec15e50d095c8	awn4-11890158-n	n
قرة العين	جرجير الماء	awn4-e19a2f12a9f40	awn4-ec15e50d095c8	awn4-11913600-n	n
قرة العين	رشاد الماء	awn4-e19a2f12a9f40	awn4-e436ee0098f82	awn4-11890158-n	n
قرح	نفط	awn4-e0ff0ac3b4281	awn4-ef436df5b7491	awn4-00380667-v	v
قرحة	تقرح	awn4-efd5a65974cdc	awn4-ee86b7622a049	awn4-14206547-n	n
قرحة البرد	هربس فموي	awn4-e10fd4d8d0be7	awn4-e331e68704993	awn4-14155857-n	n
قرحة صلبة	شانكر	awn4-eb82497c16dc0	awn4-e9e1e6f461f98	awn4-14207549-n	n
قرحة متقيحة	تقيح	awn4-e8b95aca6b0cc	awn4-e79908509952a	awn4-14207736-n	n
قرد	سعدان	awn4-eb998925c8fad	awn4-eb6890f2a507a	awn4-02486953-n	n
قرد	قرد عليا	awn4-eb998925c8fad	awn4-ece8dc1cc1ba3	awn4-02472956-n	n
قرد الاسد	طمارين	awn4-e46dec8c1198a	awn4-e2ccdc8ed0af5	awn4-02493738-n	n
قرد البربري	مكاك بربري	awn4-ef60c50c4c361	awn4-e438347718de9	awn4-02490478-n	n
قرد الجزائر	الجزائري بيثكس	awn4-ebc6b1e7cd655	awn4-ef86b47c2c887	awn4-02482265-n	n
قرد العنكبوت	سعدان عنكبوتي	awn4-eeace1f5d599f	awn4-ea32905d44da5	awn4-02496424-n	n
