entityId	languageTag	label	description	typeId	typeLabel	sitelinks	enwikiUrl
Q4914403	en	Binji	language	Q34770	language	7	https://en.wikipedia.org/wiki/Binji_language
Q4914533	en	Bintauna	language of North Sulawesi	Q34770	language	11	https://en.wikipedia.org/wiki/Bintauna_language
Q4914553	en	Binukid	language	Q34770	language	9	https://en.wikipedia.org/wiki/Bukid_language
Q4914576	en	Binza	Bantu language spoken in the Democratic Republic of Congo	Q34770	language	4	https://en.wikipedia.org/wiki/Binza_language
Q4915439	en	Bipim	language	Q34770	language	5	https://en.wikipedia.org/wiki/Bipim_language
Q4916329	en	Gangulu	extinct Australian Aboriginal language	Q34770	language	3	
Q49167	en	Wesleyan University	private liberal arts college in Middletown, Connecticut, United States	Q3918	university	39	https://en.wikipedia.org/wiki/Wesleyan_University
Q49169	en	Stamford	city in Fairfield County, Connecticut, United States	Q515	city	80	https://en.wikipedia.org/wiki/Stamford,_Connecticut
Q491879	en	Termez	town in Uzbekistan	Q515	city	68	https://en.wikipedia.org/wiki/Termez
Q4919173	en	Bitur	language	Q34770	language	5	https://en.wikipedia.org/wiki/Bitur_language
Q49192	en	Middletown	city in Middlesex County, Connecticut, United States	Q515	city	55	https://en.wikipedia.org/wiki/Middletown,_Connecticut
Q4919322	en	Biyanda-Buli	language	Q34770	language	5	https://en.wikipedia.org/wiki/Biyanda-Buli_language
Q4919327	en	Biyom	language	Q34770	language	6	https://en.wikipedia.org/wiki/Biyom_language
Q49196	en	Newton	city in Massachusetts, United States	Q515	city	55	https://en.wikipedia.org/wiki/Newton,_Massachusetts
Q4920003	en	Blaan	language of southern Mindanao spoken by the indigenous Blaan people	Q34770	language	7	https://en.wikipedia.org/wiki/Blaan_language
Q49204	en	Smith College	private women's liberal arts college in Massachusetts	Q3918	university	31	https://en.wikipedia.org/wiki/Smith_College
Q49205	en	Wellesley College	private women's liberal arts college in Massachusetts	Q3918	university	34	https://en.wikipedia.org/wiki/Wellesley_College
Q4920575	en	Red Karen	language	Q34770	language	11	https://en.wikipedia.org/wiki/Karenni_language
Q49215	en	Lampung Api	language in Indonesia	Q34770	language	9	https://en.wikipedia.org/wiki/Lampung_Api_language
Q4921648	en	Mariveleño	Sambalic language	Q34770	language	16	https://en.wikipedia.org/wiki/Marivele%C3%B1o_language
Q49218	en	Rochester	county seat of Monroe County, New York, United States	Q515	city	101	https://en.wikipedia.org/wiki/Rochester,_New_York
Q4923414	en	Wa	language	Q34770	language	21	https://en.wikipedia.org/wiki/Wa_language
Q4923846	en	Blagar	language in Indonesia	Q34770	language	10	https://en.wikipedia.org/wiki/Blagar_language
Q4925096	en	Blang	language of the Blang people of Burma and China	Q34770	language	10	https://en.wikipedia.org/wiki/Blang_language
Q4925378	en	Nedebang	language in Indonesia	Q34770	language	7	https://en.wikipedia.org/wiki/Nedebang_language
Q492552	en	Namangan	city in Uzbekistan	Q515	city	74	https://en.wikipedia.org/wiki/Namangan
Q4925684	en	Kedah-Perak-Perlis-Penang Malay	Malaysian Malay dialect spoken in Kedah, Perlis, Perak, and Penang	Q34770	language	15	https://en.wikipedia.org/wiki/Kedah_Malay
Q4926344	en	Chantyal	language	Q34770	language	11	https://en.wikipedia.org/wiki/Chantyal_language
Q4926353	en	Nar Phu	language	Q34770	language	6	https://en.wikipedia.org/wiki/Nar_Phu_language
Q4931255	en	Boano	Austronesian language spoken in Maluku, Indonesia	Q34770	language	8	https://en.wikipedia.org/wiki/Boano_language_(Maluku)
Q4931258	en	Boano	language	Q34770	language	10	https://en.wikipedia.org/wiki/Boano_language_(Sulawesi)
Q493141	en	University of Botswana	university in Gaborone, Botswana	Q3918	university	27	https://en.wikipedia.org/wiki/University_of_Botswana
Q49340	en	Old Javanese	oldest phase of the Javanese language spoken in areas in what is now the eastern part of Central Java and the whole of East Java	Q34770	language	7	
Q49341	en	Kawi	oldest attested phase of the Javanese language	Q34770	language	38	https://en.wikipedia.org/wiki/Old_Javanese
Q4934549	en	Bobai dialect	language	Q34770	language	2	https://en.wikipedia.org/wiki/Bobai_dialect
Q4935896	en	Bobongko	language	Q34770	language	9	https://en.wikipedia.org/wiki/Bobongko_language
Q4936715	en	Bodo	moribund Bantu language of Central Africa	Q34770	language	5	https://en.wikipedia.org/wiki/Bodo_language_(Bantu)
Q4938727	en	Bokar	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bokar_language
Q4938812	en	Bokoto	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bokoto_language
Q4938876	en	Bola	Oceanic language in Papua New Guinea	Q34770	language	7	https://en.wikipedia.org/wiki/Bola_language_(Austronesian)
Q4939959	en	Bolo	Bantu language of Angola	Q34770	language	9	https://en.wikipedia.org/wiki/Bolo_language
Q4941378	en	Bondei	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bondei_language
Q4941729	en	Bonerate	language	Q34770	language	10	https://en.wikipedia.org/wiki/Bonerate_language
Q4941733	en	Bonerif	Papuan language of Indonesia	Q34770	language	6	https://en.wikipedia.org/wiki/Bonerif_language
Q4941860	en	Bonggo	language	Q34770	language	13	https://en.wikipedia.org/wiki/Bonggo_language
Q4941930	en	Bongu	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bongu_language
Q4941936	en	Bongwe	Bantu language of Gabon	Q34770	language	2	https://en.wikipedia.org/wiki/Bongwe_language
Q4942134	en	Bonkiman	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bonkiman_language
Q4942634	en	Bontoc	Northern Luzon macrolanguage native to the Bontoc people and is spoken in Mountain Province	Q34770	language	13	https://en.wikipedia.org/wiki/Bontoc_language
Q494355	en	East Frisian	Germanic language	Q34770	language	19	https://en.wikipedia.org/wiki/East_Frisian_language
Q4943708	en	Boontling	argot spoken in Boonville, Calfiornia	Q34770	language	2	https://en.wikipedia.org/wiki/Boontling
Q4945106	en	Bori	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bori_language
Q4946263	en	Borong	language	Q34770	language	6	https://en.wikipedia.org/wiki/Borong_language
Q4946773	en	Boruca	language	Q34770	language	13	https://en.wikipedia.org/wiki/Boruca_language
Q494693	en	Torrelavega	town and municipality in Cantabria, northern Spain	Q515	city	59	https://en.wikipedia.org/wiki/Torrelavega
Q4947229	en	Boselewa	language	Q34770	language	6	https://en.wikipedia.org/wiki/Boselewa_language
Q4947249	en	Bosha	language	Q34770	language	4	https://en.wikipedia.org/wiki/Bosha_language
Q4952785	en	Bozaba	language	Q34770	language	5	https://en.wikipedia.org/wiki/Bozaba_language
Q4952879	en	Bozom	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bozom_language
Q4955993	en	Brajavali	literary language of India	Q34770	language	4	https://en.wikipedia.org/wiki/Brajavali_dialect
Q495730	en	Manzini	city in Eswatini	Q515	city	50	https://en.wikipedia.org/wiki/Manzini
Q4957737	en	Brao	language	Q34770	language	10	https://en.wikipedia.org/wiki/Brao_language
Q4960502	en	Brem	language	Q34770	language	5	https://en.wikipedia.org/wiki/Barem_language
Q4961835	en	Breri	language	Q34770	language	6	https://en.wikipedia.org/wiki/Iski_language
Q496368	en	Wrexham	city in Wales, United Kingdom	Q515	city	57	https://en.wikipedia.org/wiki/Wrexham
Q496442	en	Ekibastuz	town in Kazakhstan	Q515	city	54	https://en.wikipedia.org/wiki/Ek%C4%B1bast%C5%ABz
Q496567	en	Eibar	municipality in the Basque Country, Spain	Q515	city	57	https://en.wikipedia.org/wiki/Eibar
Q4967930	en	Nyambo	language	Q34770	language	7	https://en.wikipedia.org/wiki/Nyambo_language
Q497130	en	Maassluis	city and municipality in South Holland, the Netherlands	Q515	city	50	https://en.wikipedia.org/wiki/Maassluis
Q497345	en	Main-Franconian	Upper German dialect family	Q34770	language	11	https://en.wikipedia.org/wiki/Main-Franconian_dialects
Q4973472	en	Broken Slavey	former trade language	Q34770	language	3	https://en.wikipedia.org/wiki/Slavey_Jargon
Q4975277	en	Broome Pearling Lugger Pidgin	pidgin used between Indigenous Australian people and descendants of the colonists worked in the pearling industry near Broome, Western Australia	Q34770	language	6	https://en.wikipedia.org/wiki/Broome_Pearling_Lugger_Pidgin
Q497793	en	Bendigo	regional city in Victoria, Australia	Q515	city	65	https://en.wikipedia.org/wiki/Bendigo
Q4979601	en	Bruny Island Tasmanian	language	Q34770	language	1	https://en.wikipedia.org/wiki/Bruny_Island_Tasmanian_language
Q498401	en	University of Stavanger	university in Stavanger, Norway	Q3918	university	28	https://en.wikipedia.org/wiki/University_of_Stavanger
Q4985086	en	Budibud	language	Q34770	language	5	https://en.wikipedia.org/wiki/Budibud_language
Q4985158	en	Budong-Budong	language	Q34770	language	13	https://en.wikipedia.org/wiki/Budong-Budong_language
Q4985178	en	Budu Dogon	Dogon language	Q34770	language	4	https://en.wikipedia.org/wiki/Budu_Dogon
Q4985281	en	Budya	language	Q34770	language	4	https://en.wikipedia.org/wiki/Budya_language
Q4985474	en	Buena Vista Yokuts	language	Q34770	language	3	https://en.wikipedia.org/wiki/Buena_Vista_Yokuts
Q4986329	en	Buhutu	language	Q34770	language	8	https://en.wikipedia.org/wiki/Buhutu_language
Q4986814	en	Bukat	language	Q34770	language	9	https://en.wikipedia.org/wiki/Bukat_language
Q49929396	en	Malyangapa	language	Q34770	language	0	
Q49929872	en	Wadikali	language	Q34770	language	0	
Q4996380	en	Bulgebi	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bulgebi_language
Q4997162	en	Bulu	language spoken in Papua New Guinea	Q34770	language	7	https://en.wikipedia.org/wiki/Bulu_language_(Oceanic)
Q4997234	en	Bumaji	language	Q34770	language	8	https://en.wikipedia.org/wiki/Bumaji_language
Q4997235	en	Bumang	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bumang_language
Q4997416	en	Bunama	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bunama_language
Q4997615	en	Bungandidj	Australian Aboriginal language	Q34770	language	3	https://en.wikipedia.org/wiki/Bungandidj_language
Q4997686	en	Bungu	language	Q34770	language	5	https://en.wikipedia.org/wiki/Bungu_language
Q4998097	en	Burak	language	Q34770	language	7	https://en.wikipedia.org/wiki/Burak_language
Q4998124	en	Burarra	language	Q34770	language	9	https://en.wikipedia.org/wiki/Burarra_language
Q4998313	en	Burduna	language	Q34770	language	7	https://en.wikipedia.org/wiki/Burduna_language
Q499911	en	University of Turin	university in Turin, Italy	Q3918	university	48	https://en.wikipedia.org/wiki/University_of_Turin
Q5000976	en	Burui	language	Q34770	language	5	https://en.wikipedia.org/wiki/Burui_language
Q5000983	en	Burum	language	Q34770	language	8	https://en.wikipedia.org/wiki/Burum_language
Q5000984	en	Burumakok	language	Q34770	language	6	https://en.wikipedia.org/wiki/Burumakok_language
Q5001028	en	Burusu	Austronesian language	Q34770	language	10	https://en.wikipedia.org/wiki/Burusu_language
Q5001031	en	Buruwai	Asmat–Kamoro language spoken in New Guinea	Q34770	language	6	https://en.wikipedia.org/wiki/Buruwai_language
Q5001255	en	Busami	language	Q34770	language	8	https://en.wikipedia.org/wiki/Busami_language
Q500131	en	Arkansas State University	public university in Arkansas, United States	Q3918	university	20	https://en.wikipedia.org/wiki/Arkansas_State_University
Q500189	en	M'banza-Kongo	capital of Angola's northwestern Zaire Province	Q515	city	60	https://en.wikipedia.org/wiki/M%27banza-Kongo
Q5002001	en	Busoa	language	Q34770	language	9	https://en.wikipedia.org/wiki/Busoa_language
Q5002345	en	Butam	language	Q34770	language	4	https://en.wikipedia.org/wiki/Butam_language
Q5003156	en	Butuanon	Austronesian language spoken by Butuanon people in northeastern Mindanao	Q34770	language	12	https://en.wikipedia.org/wiki/Butuanon_language
Q5003359	en	Buyeo	language	Q34770	language	10	https://en.wikipedia.org/wiki/Buyeo_language
Q5003401	en	Buyu	language	Q34770	language	6	https://en.wikipedia.org/wiki/Buyu_language
Q5003667	en	Bwanabwana	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bwanabwana_language
Q5003678	en	Bwela	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bwela_language
Q5005069	en	Gagnoa Bété	language of Ivory Coast	Q34770	language	3	
Q500888	en	Akhalkalaki	city in Georgia	Q515	city	53	https://en.wikipedia.org/wiki/Akhalkalaki
Q501090	en	Castro Urdiales	municipality of Spain	Q515	city	50	https://en.wikipedia.org/wiki/Castro_Urdiales
Q5013745	en	Danau	language	Q34770	language	5	https://en.wikipedia.org/wiki/Danau_language
Q501709	en	Jinja	City in Jinja District, Eastern Region, Uganda	Q515	city	55	https://en.wikipedia.org/wiki/Jinja,_Uganda
Q501715	en	Port-Gentil	city in Gabon	Q515	city	63	https://en.wikipedia.org/wiki/Port-Gentil
Q5017296	en	Cagayan Agta	language	Q34770	language	6	https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
Q5017381	en	Cagua	language	Q34770	language	4	https://en.wikipedia.org/wiki/Cagua_language
Q5017528	en	Caijia	language	Q34770	language	6	https://en.wikipedia.org/wiki/Caijia_language
Q5017997	en	Cajonos Zapotec	language	Q34770	language	7	https://en.wikipedia.org/wiki/Cajonos_Zapotec
Q5018037	en	Caka	language	Q34770	language	5	https://en.wikipedia.org/wiki/Caka_language
Q50195	en	Imola	town and comune in Italy	Q515	city	85	https://en.wikipedia.org/wiki/Imola
Q50207890	en	Dadi Dadi	language	Q34770	language	0	
Q502141	en	Rishikesh	city in Uttarakhand, India	Q515	city	65	https://en.wikipedia.org/wiki/Rishikesh
Q5026908	en	Camorta	language	Q34770	language	6	https://en.wikipedia.org/wiki/Camorta_language
Q5027893	en	Campalagian	Austronesian language	Q34770	language	10	https://en.wikipedia.org/wiki/Campalagian_language
Q5031131	en	Canara Konkani	language	Q34770	language	5	https://en.wikipedia.org/wiki/Southern_Saraswat_Konkani
Q50313949	en	Yangum Mon	language	Q34770	language	0	
Q503469	en	Cahul	city in Moldova	Q515	city	51	https://en.wikipedia.org/wiki/Cahul
Q504114	en	Guelph	city in Ontario, Canada	Q515	city	55	https://en.wikipedia.org/wiki/Guelph
Q504215	en	Ayacucho	capital city of Ayacucho, Peru	Q515	city	53	https://en.wikipedia.org/wiki/Ayacucho
Q5044773	en	Carolina Algonquian	language	Q34770	language	6	https://en.wikipedia.org/wiki/Carolina_Algonquian_language
Q504657	en	Idlib	city in Syria	Q515	city	69	https://en.wikipedia.org/wiki/Idlib
Q5054242	en	Cauca	language	Q34770	language	5	https://en.wikipedia.org/wiki/Cauca_language
Q5054550	en	Cauque Mayan	mixed Mayan language spoken in Guatemala	Q34770	language	4	https://en.wikipedia.org/wiki/Cauque_Mayan_language
Q505655	en	Westphalian	major dialect group of West Low German	Q34770	language	22	https://en.wikipedia.org/wiki/Westphalian_language
Q506010	en	Stellingwarfs	language	Q34770	language	16	https://en.wikipedia.org/wiki/Stellingwarfs_dialect
Q5061548	en	Central Ojibwa	language	Q34770	language	6	https://en.wikipedia.org/wiki/Central_Ojibwa_language
Q5061727	en	Central Puebla Nahuatl	language	Q34770	language	4	https://en.wikipedia.org/wiki/Central_Puebla_Nahuatl
Q5061915	en	Central Tibetan	language and dialects ensemble from Central Tibet	Q34770	language	18	https://en.wikipedia.org/wiki/Central_Tibetan
Q5062046	en	Central Yambasa	Yambasa language of Cameroon consisting of all Yambasa dialects aside from Gunu	Q34770	language	3	https://en.wikipedia.org/wiki/Central_Yambasa_language
Q506745	en	Rijswijk	city and municipality in South Holland, Netherlands	Q515	city	54	https://en.wikipedia.org/wiki/Rijswijk
Q5068066	en	Chairel	language	Q34770	language	1	https://en.wikipedia.org/wiki/Chairel_language
Q5069473	en	Chamari	language	Q34770	language	4	https://en.wikipedia.org/wiki/Chamari_language
Q5069707	en	Chambri	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chambri_language
Q507080	en	Ciudad Guayana	city in Bolívar, Venezuela	Q515	city	54	https://en.wikipedia.org/wiki/Ciudad_Guayana
Q5071694	en	Chang	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chang_language
Q5072105	en	Changriwa	language	Q34770	language	8	https://en.wikipedia.org/wiki/Changriwa_language
Q5072884	en	Chapacura	language	Q34770	language	3	https://en.wikipedia.org/wiki/Chapacura_language
Q5073694	en	Chara	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chara_language
Q50816	en	Mississauga	city in Ontario, Canada	Q515	city	82	https://en.wikipedia.org/wiki/Mississauga
Q508332	en	Burgundian	Oïl language spoken in Burgundy and particularly in the Morvan area of the region	Q34770	language	28	https://en.wikipedia.org/wiki/Burgundian_language_(O%C3%AFl)
Q5086680	en	Charrúa	language	Q34770	language	4	https://en.wikipedia.org/wiki/Charr%C3%BAa_language
Q5088056	en	Chaudangsi	Sino-Tibetan language spoken in the Indian state of Uttarakhand	Q34770	language	7	https://en.wikipedia.org/wiki/Chaudangsi_language
Q5091044	en	Chenapian	language	Q34770	language	8	https://en.wikipedia.org/wiki/Chenapian_language
Q5091274	en	Cheng	language	Q34770	language	4	https://en.wikipedia.org/wiki/Cheng_language
Q5091700	en	Chepang	language	Q34770	language	13	https://en.wikipedia.org/wiki/Chepang_language
Q50924812	en	Alto Huallaga Quechua	language	Q34770	language	0	
Q50924815	en	Alto Marañón Quechua	language	Q34770	language	0	
Q50924816	en	Amami-North Okinawan	language	Q34770	language	0	
Q50924966	en	Yaraldi	language	Q34770	language	1	https://en.wikipedia.org/wiki/Yaraldi_language
Q50927151	en	Atin	language	Q34770	language	1	https://en.wikipedia.org/wiki/Atin_language
Q50927152	en	Ati	language spoken in Vanuatu	Q34770	language	0	
Q50927170	en	Ashing	Sino-Tibetan language of Arunachal Pradesh, India	Q34770	language	3	https://en.wikipedia.org/wiki/Ashing_language
Q50927229	en	Awiakay	language	Q34770	language	0	
Q50931559	en	Chiquian-Bolognesi Quechua	language	Q34770	language	0	
Q50934253	en	Central Chinantec	language	Q34770	language	0	
Q50934254	en	Central Baja Mixtec	language	Q34770	language	0	
Q50934259	en	Catamarca and La Rioja Quechua	language	Q34770	language	0	
Q50934484	en	Baka	language spoken in the Far North region of Cameroon	Q34770	language	0	
Q50934533	en	Coast Mixtec	language	Q34770	language	0	
Q50934868	en	Daruru	language	Q34770	language	1	https://en.wikipedia.org/wiki/Daruru_language
Q50934920	en	Golpa	language	Q34770	language	0	
Q50934947	en	Gayiri	language	Q34770	language	0	
Q50935153	en	Zefra'i	language	Q34770	language	0	
Q50948445	en	Central Asian Arabic	variety of Arabic spoken in Afghanistan, Tajikistan, and Uzbekistan	Q34770	language	22	https://en.wikipedia.org/wiki/Central_Asian_Arabic
Q5095221	en	Chiapas Zoque	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chiapas_Zoque
Q5096050	en	Chichicapan Zapotec	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chichic%C3%A1pam_Zapotec
Q5096458	en	Chico	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chico_language
Q5099289	en	Chimalapa Zoque	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chimalapa_Zoque
Q5100107	en	Chiltepec-Tlacoatzintepec Chinantec	language	Q34770	language	3	https://en.wikipedia.org/wiki/Chiltepec-Tlacoatzintepec_Chinantec
Q5100110	en	Chinantec of Ojitlán	language	Q34770	language	5	https://en.wikipedia.org/wiki/Chinantec_of_Ojitl%C3%A1n
Q5100111	en	Chinantec of Ozumacín	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chinantec_of_Ozumac%C3%ADn
Q5100112	en	Chinantec of Palantla	language	Q34770	language	5	https://en.wikipedia.org/wiki/Palantla_Chinantec
Q5100113	en	Chinantec of Tepetotutla	language	Q34770	language	5	https://en.wikipedia.org/wiki/Chinantec_of_Tepetotutla
Q510029	en	Birzeit University	public university in the West Bank, State of Palestine	Q3918	university	22	https://en.wikipedia.org/wiki/Birzeit_University
Q5101597	en	Chipiajes	language	Q34770	language	5	https://en.wikipedia.org/wiki/Chipiajes_language
Q5101757	en	Chiquihuitlán Mazatec	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chiquihuitl%C3%A1n_Mazatec
Q5101803	en	Chirag	language	Q34770	language	8	https://en.wikipedia.org/wiki/Chirag_language
Q5102016	en	Chiru	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chiru_language
Q5103425	en	Choapan Zapotec	language	Q34770	language	7	https://en.wikipedia.org/wiki/Cho%C3%A1pam_Zapotec
Q5103508	en	Chochenyo	spoken language of the Chochenyo people of California	Q34770	language	6	https://en.wikipedia.org/wiki/Chochenyo_dialect
Q5103788	en	Chodri	language	Q34770	language	6	https://en.wikipedia.org/wiki/Chodri_language
Q5104247	en	Chokri	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chokri_language
Q5104704	en	Chono	extinct language of Chile	Q34770	language	4	https://en.wikipedia.org/wiki/Chono_language
Q5105385	en	Chothe	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chothe_language
Q510544	en	Toromono	language	Q34770	language	8	https://en.wikipedia.org/wiki/Toromona_language
Q510561	en	Franc-Comtois	Romance language of France and Switzerland	Q34770	language	23	https://en.wikipedia.org/wiki/Frainc-Comtou
Q5105629	en	Chrau	language	Q34770	language	8	https://en.wikipedia.org/wiki/Chrau_language
Q51103	en	Cali	capital of the Colombian department of Valle del Cauca	Q515	city	114	https://en.wikipedia.org/wiki/Cali
Q51111	en	Pereira	city and capital of Risaralda department, Colombia	Q515	city	69	https://en.wikipedia.org/wiki/Pereira,_Colombia
Q5112	en	Adelaide	capital city of South Australia	Q515	city	158	https://en.wikipedia.org/wiki/Adelaide
Q5115226	en	Chuave	language	Q34770	language	7	https://en.wikipedia.org/wiki/Chuave_language
Q5116126	en	Chulung	language	Q34770	language	8	https://en.wikipedia.org/wiki/Chulung_language
Q5118412	en	Chuwabu	language	Q34770	language	14	https://en.wikipedia.org/wiki/Chuwabu_language
Q5121095	en	Cinta Larga	language	Q34770	language	5	https://en.wikipedia.org/wiki/Cinta_Larga_language
Q5128278	en	Classical Gaelic	historical Gaelic language standard	Q34770	language	8	https://en.wikipedia.org/wiki/Classical_Gaelic
Q513238	en	LOLCODE	esoteric programming language	Q9143	programming language	22	https://en.wikipedia.org/wiki/LOLCODE
Q513727	en	Samtredia	city in Georgia	Q515	city	50	https://en.wikipedia.org/wiki/Samtredia
Q5138603	en	Coatecas Altas Zapotec	language	Q34770	language	6	https://en.wikipedia.org/wiki/Coatecas_Altas_Zapotec
Q5138605	en	Coatepec Nahuatl	language	Q34770	language	4	https://en.wikipedia.org/wiki/Coatepec_Nahuatl
Q514123	en	Poitevin-Saintongeais	language family	Q34770	language	29	https://en.wikipedia.org/wiki/Poitevin%E2%80%93Saintongeais
Q51432	en	Gniezno	city in central-western Poland	Q515	city	83	https://en.wikipedia.org/wiki/Gniezno
Q515117	en	Margao	second largest city in Goa	Q515	city	50	https://en.wikipedia.org/wiki/Margao
Q515229	en	Ngerulmud	capital of Palau	Q515	city	88	https://en.wikipedia.org/wiki/Ngerulmud
Q5166	en	'Auhelawa	Austronesian language spoken in Nuakata Island	Q34770	language	9	https://en.wikipedia.org/wiki/%CA%BCAuhelawa_language
Q5168	en	Makhachkala	city in Dagestan, Russia	Q515	city	118	https://en.wikipedia.org/wiki/Makhachkala
Q5172075	en	Corobicí	extinct language	Q34770	language	7	https://en.wikipedia.org/wiki/Corobic%C3%AD_language
Q517956	en	Malbolge	1998 esoteric programming language	Q9143	programming language	23	https://en.wikipedia.org/wiki/Malbolge
Q51798	en	Clojure	dialect of the Lisp programming language	Q9143	programming language	40	https://en.wikipedia.org/wiki/Clojure
Q5179958	en	Coxima	language	Q34770	language	4	https://en.wikipedia.org/wiki/Coxima_language
Q5180100	en	Coyotepec Popoloca	language	Q34770	language	5	https://en.wikipedia.org/wiki/Coyotepec_Popoloca_language
Q51878	en	San Vito dei Normanni	Italian comune	Q515	city	56	https://en.wikipedia.org/wiki/San_Vito_dei_Normanni
Q51885456	en	Zig	programming language	Q9143	programming language	27	https://en.wikipedia.org/wiki/Zig_(programming_language)
Q5193781	en	Cumana	language	Q34770	language	3	https://en.wikipedia.org/wiki/Kuyub%C3%AD_language
Q5193784	en	Cumanagota	language	Q34770	language	8	https://en.wikipedia.org/wiki/Cumanagoto_language
Q51955140	en	Bih	language	Q34770	language	0	
Q52008172	en	Garingbal		Q34770	language	0	
Q5201809	en	Czech Sign Language	deaf sign language of Czech Republic	Q34770	language	12	https://en.wikipedia.org/wiki/Czech_Sign_Language
Q5202780	en	Côông	language	Q34770	language	8	https://en.wikipedia.org/wiki/C%C3%B4%E1%BB%91ng_language
Q5207384	en	Daantanai’	language	Q34770	language	7	https://en.wikipedia.org/wiki/Daantanai%CA%BC_language
Q5207451	en	Dabe	language	Q34770	language	5	https://en.wikipedia.org/wiki/Dabe_language
Q5208077	en	Dadibi	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dadibi_language
Q5208442	en	Daga	language	Q34770	language	8	https://en.wikipedia.org/wiki/Daga_language
Q5209052	en	Dai Zhuang	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dai_Zhuang_language
Q5209056	en	Dai	Austronesian language	Q34770	language	7	https://en.wikipedia.org/wiki/Dai_language_(Austronesian)
Q5209890	en	Daju Mongo	language	Q34770	language	6	https://en.wikipedia.org/wiki/Daju_Mongo_language
Q5209962	en	Dakka	language	Q34770	language	11	https://en.wikipedia.org/wiki/Dakka_language
Q52101	en	Middelburg	capital city of Zeeland, the Netherlands	Q515	city	88	https://en.wikipedia.org/wiki/Middelburg,_Zeeland
Q5211865	en	Dama	language	Q34770	language	4	
Q5211943	en	Daman and Diu Portuguese Creole	creole language of India, born from the contact between Portuguese and Gujarati	Q34770	language	3	https://en.wikipedia.org/wiki/Daman_and_Diu_Portuguese_Creole
Q5212928	en	Dampelas	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dampelas_language
Q5214932	en	Danaru	language	Q34770	language	5	https://en.wikipedia.org/wiki/Danaru_language
Q522041	en	SNOBOL	text-oriented programming language developed between 1962 and 1967 at AT&T Bell Laboratories by David J. Farber, Ralph Griswold and Ivan P. Polonsky	Q9143	programming language	22	https://en.wikipedia.org/wiki/SNOBOL
Q5220979	en	Dano	language	Q34770	language	6	https://en.wikipedia.org/wiki/Dano_language
Q5221251	en	Danu	language	Q34770	language	3	https://en.wikipedia.org/wiki/Danu_language
Q5221513	en	Moi-Wadea	language	Q34770	language	9	https://en.wikipedia.org/wiki/Moi-Wadea_language
Q5221528	en	Daonda	language	Q34770	language	5	https://en.wikipedia.org/wiki/Daonda_language
Q5222637	en	Dargin	dialect continuum of Northeast Caucasian languages	Q34770	language	18	https://en.wikipedia.org/wiki/Dargin_languages
Q5223660	en	Darkinjung	language	Q34770	language	3	https://en.wikipedia.org/wiki/Darkinyung_language
Q5223941	en	Darling	Aboriginal language in New South Wales, Australia	Q34770	language	6	https://en.wikipedia.org/wiki/Paakantyi_language
Q5224029	en	Darlong	language	Q34770	language	7	https://en.wikipedia.org/wiki/Darlong_language
Q5224058	en	Darmiya	language	Q34770	language	8	https://en.wikipedia.org/wiki/Darmiya_language
Q5224156	en	Daro-Matu	language	Q34770	language	10	https://en.wikipedia.org/wiki/Daro-Matu_language
Q5228140	en	Kuhmareyi	language	Q34770	language	6	https://en.wikipedia.org/wiki/Kuhmareyi_language
Q5228174	en	Davawenyo	historical language of the Davao Region of Mindanao in the Philippines	Q34770	language	11	https://en.wikipedia.org/wiki/Davaoe%C3%B1o_language
Q523823	en	Lendu	Nilo-Saharan language	Q34770	language	9	https://en.wikipedia.org/wiki/Lendu_language
Q52393786	en	Duoxu	language	Q34770	language	0	
Q52395140	en	Dyarim	language	Q34770	language	1	https://en.wikipedia.org/wiki/Dyarim_language
Q524102	en	Cavineña	language	Q34770	language	13	https://en.wikipedia.org/wiki/Cavine%C3%B1a_language
